KEGG_ORG	KEGG_UNIPROT	KEGG_GENE	KEGG_PATHWAY	KEGG_EC
stj		stj:SALIVA_1942	path:map00770	ec:4.2.1.9
ecq	B7MNZ5	ecq:ECED1_0138	path:map00770	ec:6.3.2.1
ecr	B7M174	ecr:ECIAI1_0131	path:map00770	ec:6.3.2.1
csh	D9R3G9	csh:Closa_2345	path:map00770	ec:6.3.2.5
ecq	B7N280	ecq:ECED1_4323	path:map00770	ec:6.3.2.5
ecr		ecr:ECIAI1_3810	path:map00770	ec:6.3.2.5
lpl		lpl:lp_1614	path:map00770	ec:6.3.2.5
lla		lla:L167675	path:map00770	ec:6.3.2.5
stj		stj:SALIVA_1242	path:map00770	ec:6.3.2.5
csh	D9R0M8	csh:Closa_0034	path:map00780	ec:1.1.1.100
csh	D9R4Q5	csh:Closa_0611	path:map00780	ec:1.1.1.100
csh	D9R2S7	csh:Closa_0277	path:map00780	ec:1.1.1.100
ecq	B7MTM3	ecq:ECED1_1236	path:map00780	ec:1.1.1.100
ecr		ecr:ECIAI1_1128	path:map00780	ec:1.1.1.100
lpl		lpl:lp_2764	path:map00780	ec:1.1.1.100
lpl		lpl:lp_0159	path:map00780	ec:1.1.1.100
lpl		lpl:lp_1674	path:map00780	ec:1.1.1.100
lla		lla:L27694	path:map00780	ec:1.1.1.100
lla		lla:L0185	path:map00780	ec:1.1.1.100
lla		lla:L1530	path:map00780	ec:1.1.1.100
stj		stj:SALIVA_0367	path:map00780	ec:1.1.1.100
ecq	B7MUD1	ecq:ECED1_1499	path:map00780	ec:1.3.1.10
ecr		ecr:ECIAI1_1313	path:map00780	ec:1.3.1.10
lpl		lpl:lp_1681	path:map00780	ec:1.3.1.10
lla		lla:L161132	path:map00780	ec:1.3.1.10
ecq	B7MQN0	ecq:ECED1_0741	path:map00780	ec:2.1.1.197
ecr		ecr:ECIAI1_0812	path:map00780	ec:2.1.1.197
csh	D9R0M9	csh:Closa_0035	path:map00780	ec:2.3.1.179
ecq	B7MTM5	ecq:ECED1_1238	path:map00780	ec:2.3.1.179
ecr		ecr:ECIAI1_1130	path:map00780	ec:2.3.1.179
lpl		lpl:lp_1675	path:map00780	ec:2.3.1.179
lla		lla:L0186	path:map00780	ec:2.3.1.179
stj		stj:SALIVA_0368	path:map00780	ec:2.3.1.179
ecq	B7MY00	ecq:ECED1_2787	path:map00780	ec:2.3.1.41
ecr		ecr:ECIAI1_2400	path:map00780	ec:2.3.1.41
ecq	B7MZW6	ecq:ECED1_3628	path:map00780	ec:2.3.1.47
ecq	B7MQM9	ecq:ECED1_0740	path:map00780	ec:2.3.1.47
ecr		ecr:ECIAI1_3127	path:map00780	ec:2.3.1.47
ecr	B7M748	ecr:ECIAI1_0811	path:map00780	ec:2.3.1.47
ecq	B7MPR1	ecq:ECED1_0738	path:map00780	ec:2.6.1.62
ecr		ecr:ECIAI1_0809	path:map00780	ec:2.6.1.62
csh	D9R0J0	csh:Closa_3909	path:map00780	ec:2.8.1.6
ecq	B7MQM8	ecq:ECED1_0739	path:map00780	ec:2.8.1.6
ecr	B7M747	ecr:ECIAI1_0810	path:map00780	ec:2.8.1.6
ecq	B7N145	ecq:ECED1_4072	path:map00780	ec:3.1.1.85
ecr	B7M1W8	ecr:ECIAI1_3555	path:map00780	ec:3.1.1.85
csh	D9R0N1	csh:Closa_0037	path:map00780	ec:4.2.1.59
ecq	B7MS65	ecq:ECED1_0977	path:map00780	ec:4.2.1.59
ecq	B7MP40	ecq:ECED1_0186	path:map00780	ec:4.2.1.59
ecr	B7M883	ecr:ECIAI1_0995	path:map00780	ec:4.2.1.59
ecr	B7M1Y3	ecr:ECIAI1_0180	path:map00780	ec:4.2.1.59
lpl		lpl:lp_1670	path:map00780	ec:4.2.1.59
lpl		lpl:lp_1677	path:map00780	ec:4.2.1.59
lla		lla:L160425	path:map00780	ec:4.2.1.59
lla		lla:L0188	path:map00780	ec:4.2.1.59
stj		stj:SALIVA_0370	path:map00780	ec:4.2.1.59
ecq	B7MV40	ecq:ECED1_1762	path:map00780	ec:6.3.3.3
ecq	B7MQN1	ecq:ECED1_0742	path:map00780	ec:6.3.3.3
ecr		ecr:ECIAI1_0813	path:map00780	ec:6.3.3.3
ecr		ecr:ECIAI1_1643	path:map00780	ec:6.3.3.3
csh	D9R4V3	csh:Closa_2491	path:map00780	ec:6.3.4.15
ecq	B7MR64	ecq:ECED1_4684	path:map00780	ec:6.3.4.15
ecr		ecr:ECIAI1_4190	path:map00780	ec:6.3.4.15
lpl		lpl:lp_0337	path:map00780	ec:6.3.4.15
lpl		lpl:lp_0854	path:map00780	ec:6.3.4.15
lla		lla:L0192	path:map00780	ec:6.3.4.15
lla		lla:L0191	path:map00780	ec:6.3.4.15
stj		stj:SALIVA_0965	path:map00780	ec:6.3.4.15
ecq	B7MRR7	ecq:ECED1_0626	path:map00785	ec:2.3.1.181
ecr	B7M5F7	ecr:ECIAI1_0613	path:map00785	ec:2.3.1.181
ecq	B7MRR5	ecq:ECED1_0624	path:map00785	ec:2.8.1.8
ecr	B7M5F5	ecr:ECIAI1_0611	path:map00785	ec:2.8.1.8
csh	D9R7P6	csh:Closa_1167	path:map00785	ec:6.3.1.20
csh	D9R9S7	csh:Closa_1530	path:map00785	ec:6.3.1.20
ecq	B7MTD2	ecq:ECED1_5257	path:map00785	ec:6.3.1.20
ecr	B7LXU8	ecr:ECIAI1_4609	path:map00785	ec:6.3.1.20
lpl		lpl:lp_2734	path:map00785	ec:6.3.1.20
lpl		lpl:lp_2643	path:map00785	ec:6.3.1.20
lla		lla:L64373	path:map00785	ec:6.3.1.20
stj		stj:SALIVA_1088	path:map00785	ec:6.3.1.20
ecq	B7N0K8	ecq:ECED1_3727	path:map00790	ec:1.13.11.81
ecr		ecr:ECIAI1_3206	path:map00790	ec:1.13.11.81
lpl		lpl:lp_3299	path:map00790	ec:1.13.11.81
lla		lla:L165490	path:map00790	ec:1.13.11.81
stj		stj:SALIVA_1588	path:map00790	ec:1.13.11.81
csh	D9R739	csh:Closa_2935	path:map00790	ec:1.5.1.3
ecq	B7MNQ5	ecq:ECED1_0047	path:map00790	ec:1.5.1.3
ecq	B7MV82	ecq:ECED1_1805	path:map00790	ec:1.5.1.3
ecr		ecr:ECIAI1_0050	path:map00790	ec:1.5.1.3
ecr		ecr:ECIAI1_1656	path:map00790	ec:1.5.1.3
lpl		lpl:lp_1869	path:map00790	ec:1.5.1.3
lla		lla:L162872	path:map00790	ec:1.5.1.3
stj		stj:SALIVA_0589	path:map00790	ec:1.5.1.3
ecq	B7MRL3	ecq:ECED1_0570	path:map00790	ec:1.5.1.34
ecr		ecr:ECIAI1_0559	path:map00790	ec:1.5.1.34
ecq	B7MV82	ecq:ECED1_1805	path:map00790	ec:1.5.1.50
ecr		ecr:ECIAI1_1656	path:map00790	ec:1.5.1.50
ecq	B7MZ90	ecq:ECED1_3247	path:map00790	ec:1.7.1.13
ecr	B7LXL0	ecr:ECIAI1_2903	path:map00790	ec:1.7.1.13
stj		stj:SALIVA_1217	path:map00790	ec:1.7.1.13
ecq	B7MQT0	ecq:ECED1_0791	path:map00790	ec:2.10.1.1
ecr		ecr:ECIAI1_0866	path:map00790	ec:2.10.1.1
lpl		lpl:lp_1494	path:map00790	ec:2.10.1.1
ecq	B7N0H0	ecq:ECED1_3835	path:map00790	ec:2.5.1.15
ecr		ecr:ECIAI1_3325	path:map00790	ec:2.5.1.15
lpl		lpl:lp_3294	path:map00790	ec:2.5.1.15
lla		lla:L0176	path:map00790	ec:2.5.1.15
stj		stj:SALIVA_1590	path:map00790	ec:2.5.1.15
ecq	B7MVU1	ecq:ECED1_2015	path:map00790	ec:2.6.1.85
ecq	B7N2U7	ecq:ECED1_4024	path:map00790	ec:2.6.1.85
ecr		ecr:ECIAI1_1881	path:map00790	ec:2.6.1.85
ecr		ecr:ECIAI1_3499	path:map00790	ec:2.6.1.85
lla		lla:L0178	path:map00790	ec:2.6.1.85
lla		lla:L0179	path:map00790	ec:2.6.1.85
stj		stj:SALIVA_1250	path:map00790	ec:2.6.1.85
ecq	B7MP04	ecq:ECED1_0147	path:map00790	ec:2.7.6.3
ecr		ecr:ECIAI1_0140	path:map00790	ec:2.7.6.3
lpl		lpl:lp_3298	path:map00790	ec:2.7.6.3
lla		lla:L0175	path:map00790	ec:2.7.6.3
stj		stj:SALIVA_1587	path:map00790	ec:2.7.6.3
ecq	B7MNL7	ecq:ECED1_0009	path:map00790	ec:2.7.7.75
ecq	B7MQN6	ecq:ECED1_0747	path:map00790	ec:2.7.7.75
ecr		ecr:ECIAI1_0010	path:map00790	ec:2.7.7.75
ecr		ecr:ECIAI1_0817	path:map00790	ec:2.7.7.75
lpl		lpl:lp_1495	path:map00790	ec:2.7.7.75
csh	D9R7D4	csh:Closa_1046	path:map00790	ec:2.7.7.76
ecq	B7MZ31	ecq:ECED1_3337	path:map00790	ec:2.7.7.76
ecr		ecr:ECIAI1_2997	path:map00790	ec:2.7.7.76
ecq	B7N2K3	ecq:ECED1_4558	path:map00790	ec:2.7.7.77
ecr		ecr:ECIAI1_4056	path:map00790	ec:2.7.7.77
lpl		lpl:lp_1491	path:map00790	ec:2.7.7.77
ecq	B7MQN9	ecq:ECED1_0750	path:map00790	ec:2.8.1.12
ecr		ecr:ECIAI1_0820	path:map00790	ec:2.8.1.12
lpl		lpl:lp_1478	path:map00790	ec:2.8.1.12
ecq	B7MPE4	ecq:ECED1_0406	path:map00790	ec:3.1.3.1
ecr		ecr:ECIAI1_0382	path:map00790	ec:3.1.3.1
ecq	B7MXG6	ecq:ECED1_2601	path:map00790	ec:3.5.4.16
ecr	B7M4Z9	ecr:ECIAI1_2231	path:map00790	ec:3.5.4.16
lpl		lpl:lp_3297	path:map00790	ec:3.5.4.16
lla		lla:L0175	path:map00790	ec:3.5.4.16
stj		stj:SALIVA_1591	path:map00790	ec:3.5.4.16
csh	D9R8I4	csh:Closa_3183	path:map00790	ec:3.5.4.25
ecq	B7MUB9	ecq:ECED1_1487	path:map00790	ec:3.5.4.25
ecr	B7LY36	ecr:ECIAI1_1300	path:map00790	ec:3.5.4.25
lpl		lpl:lp_1437	path:map00790	ec:3.5.4.25
lla		lla:L0165	path:map00790	ec:3.5.4.25
ecq	B7MVZ6	ecq:ECED1_2070	path:map00790	ec:3.6.1.67
ecr		ecr:ECIAI1_1952	path:map00790	ec:3.6.1.67
lla		lla:L168057	path:map00790	ec:3.6.1.67
ecq	B7N0K8	ecq:ECED1_3727	path:map00790	ec:4.1.2.25
ecr		ecr:ECIAI1_3206	path:map00790	ec:4.1.2.25
lpl		lpl:lp_3299	path:map00790	ec:4.1.2.25
lla		lla:L165490	path:map00790	ec:4.1.2.25
stj		stj:SALIVA_1588	path:map00790	ec:4.1.2.25
ecq	B7MZ58	ecq:ECED1_3214	path:map00790	ec:4.1.2.50
ecr		ecr:ECIAI1_2869	path:map00790	ec:4.1.2.50
stj		stj:SALIVA_1219	path:map00790	ec:4.1.2.50
ecq	B7MTM6	ecq:ECED1_1239	path:map00790	ec:4.1.3.38
ecr		ecr:ECIAI1_1131	path:map00790	ec:4.1.3.38
lla		lla:L0179	path:map00790	ec:4.1.3.38
stj		stj:SALIVA_1250	path:map00790	ec:4.1.3.38
csh	D9R7D0	csh:Closa_1042	path:map00790	ec:4.1.99.22
ecq	B7MQN5	ecq:ECED1_0746	path:map00790	ec:4.1.99.22
ecr	B7M753	ecr:ECIAI1_0816	path:map00790	ec:4.1.99.22
lpl		lpl:lp_1480	path:map00790	ec:4.1.99.22
ecq	B7MZ58	ecq:ECED1_3214	path:map00790	ec:4.2.3.12
ecr		ecr:ECIAI1_2869	path:map00790	ec:4.2.3.12
stj		stj:SALIVA_1219	path:map00790	ec:4.2.3.12
ecq	B7MZ68	ecq:ECED1_3225	path:map00790	ec:4.3.99.3
ecr		ecr:ECIAI1_2883	path:map00790	ec:4.3.99.3
stj		stj:SALIVA_1218	path:map00790	ec:4.3.99.3
csh	D9R7C9	csh:Closa_1041	path:map00790	ec:4.6.1.17
ecq	B7MQN7	ecq:ECED1_0748	path:map00790	ec:4.6.1.17
ecr	B7M755	ecr:ECIAI1_0818	path:map00790	ec:4.6.1.17
lpl		lpl:lp_1492	path:map00790	ec:4.6.1.17
ecq	B7MXY1	ecq:ECED1_2767	path:map00790	ec:5.1.99.7
ecr		ecr:ECIAI1_2379	path:map00790	ec:5.1.99.7
ecq	B7N0K8	ecq:ECED1_3727	path:map00790	ec:5.1.99.8
ecr		ecr:ECIAI1_3206	path:map00790	ec:5.1.99.8
lpl		lpl:lp_3299	path:map00790	ec:5.1.99.8
lla		lla:L165490	path:map00790	ec:5.1.99.8
stj		stj:SALIVA_1588	path:map00790	ec:5.1.99.8
csh	D9R7M5	csh:Closa_1140	path:map00790	ec:6.3.2.12
csh	D9R9V3	csh:Closa_1556	path:map00790	ec:6.3.2.12
ecq	B7MXZ2	ecq:ECED1_2779	path:map00790	ec:6.3.2.12
ecr		ecr:ECIAI1_2392	path:map00790	ec:6.3.2.12
lpl		lpl:lp_2321	path:map00790	ec:6.3.2.12
lpl		lpl:lp_3296	path:map00790	ec:6.3.2.12
lla		lla:L0177	path:map00790	ec:6.3.2.12
stj		stj:SALIVA_0386	path:map00790	ec:6.3.2.12
stj		stj:SALIVA_1593	path:map00790	ec:6.3.2.12
csh	D9R7M5	csh:Closa_1140	path:map00790	ec:6.3.2.17
csh	D9R9V3	csh:Closa_1556	path:map00790	ec:6.3.2.17
ecq	B7MXZ2	ecq:ECED1_2779	path:map00790	ec:6.3.2.17
ecr		ecr:ECIAI1_2392	path:map00790	ec:6.3.2.17
lpl		lpl:lp_2321	path:map00790	ec:6.3.2.17
lpl		lpl:lp_3296	path:map00790	ec:6.3.2.17
lla		lla:L0177	path:map00790	ec:6.3.2.17
stj		stj:SALIVA_0386	path:map00790	ec:6.3.2.17
stj		stj:SALIVA_1593	path:map00790	ec:6.3.2.17
ecq	B7MQG0	ecq:ECED1_0468	path:map00790	ec:6.3.4.20
ecr	B7M3T7	ecr:ECIAI1_0448	path:map00790	ec:6.3.4.20
stj		stj:SALIVA_1220	path:map00790	ec:6.3.4.20
stj		stj:SALIVA_0271	path:map00791	ec:3.5.1.5
stj		stj:SALIVA_0272	path:map00791	ec:3.5.1.5
stj		stj:SALIVA_0273	path:map00791	ec:3.5.1.5
csh	D9RAE7	csh:Closa_1628	path:map00791	ec:3.5.4.43
csh	D9QZG2	csh:Closa_1830	path:map00830	ec:1.1.1.1
csh	D9R3R2	csh:Closa_4287	path:map00830	ec:1.1.1.1
ecq	B7MU27	ecq:ECED1_1392	path:map00830	ec:1.1.1.1
ecq	B7MUR2	ecq:ECED1_1631	path:map00830	ec:1.1.1.1
ecq	B7N235	ecq:ECED1_4275	path:map00830	ec:1.1.1.1
ecq	B7MPC3	ecq:ECED1_0384	path:map00830	ec:1.1.1.1
ecr		ecr:ECIAI1_1259	path:map00830	ec:1.1.1.1
ecr		ecr:ECIAI1_1482	path:map00830	ec:1.1.1.1
ecr		ecr:ECIAI1_3757	path:map00830	ec:1.1.1.1
ecr		ecr:ECIAI1_0357	path:map00830	ec:1.1.1.1
lpl		lpl:lp_2873	path:map00830	ec:1.1.1.1
lpl		lpl:lp_1665	path:map00830	ec:1.1.1.1
lpl		lpl:lp_3662	path:map00830	ec:1.1.1.1
lpl		lpl:lp_0082	path:map00830	ec:1.1.1.1
lla		lla:L190278	path:map00830	ec:1.1.1.1
lla		lla:L13145	path:map00830	ec:1.1.1.1
lla		lla:L55758	path:map00830	ec:1.1.1.1
stj		stj:SALIVA_1949	path:map00830	ec:1.1.1.1
stj		stj:SALIVA_1195	path:map00830	ec:1.1.1.1
ecq	B7MR75	ecq:ECED1_4546	path:map00860	ec:1.16.1.3
ecr		ecr:ECIAI1_4037	path:map00860	ec:1.16.1.3
csh	D9R7F9	csh:Closa_1072	path:map00860	ec:1.16.3.1
ecr		ecr:ECIAI1_3473	path:map00860	ec:1.16.3.1
csh	D9R7W2	csh:Closa_3083	path:map00860	ec:1.2.1.70
ecq	B7MTZ4	ecq:ECED1_1358	path:map00860	ec:1.2.1.70
ecr	B7LXC5	ecr:ECIAI1_1231	path:map00860	ec:1.2.1.70
csh	D9R7W1	csh:Closa_3082	path:map00860	ec:1.3.1.76
ecq	B7N1F1	ecq:ECED1_4032	path:map00860	ec:1.3.1.76
ecr	B7M1S1	ecr:ECIAI1_3507	path:map00860	ec:1.3.1.76
ecq	B7MY86	ecq:ECED1_2878	path:map00860	ec:1.3.3.3
ecr	B7M6U5	ecr:ECIAI1_2493	path:map00860	ec:1.3.3.3
ecq	B7N2J7	ecq:ECED1_4552	path:map00860	ec:1.3.5.3
ecr		ecr:ECIAI1_4043	path:map00860	ec:1.3.5.3
ecq	B7N2K9	ecq:ECED1_4567	path:map00860	ec:1.3.98.3
ecr		ecr:ECIAI1_4066	path:map00860	ec:1.3.98.3
csh	D9R7V9	csh:Closa_3080	path:map00860	ec:2.1.1.107
ecq	B7N293	ecq:ECED1_4488	path:map00860	ec:2.1.1.107
ecq	B7N1F1	ecq:ECED1_4032	path:map00860	ec:2.1.1.107
ecr		ecr:ECIAI1_3989	path:map00860	ec:2.1.1.107
ecr	B7M1S1	ecr:ECIAI1_3507	path:map00860	ec:2.1.1.107
csh	D9R4B7	csh:Closa_2417	path:map00860	ec:2.1.1.130
csh	D9R4B4	csh:Closa_2414	path:map00860	ec:2.1.1.131
csh	D9R4B6	csh:Closa_2416	path:map00860	ec:2.1.1.133
csh	D9R4B7	csh:Closa_2417	path:map00860	ec:2.1.1.151
csh	D9R4B8	csh:Closa_2418	path:map00860	ec:2.1.1.195
csh	D9R4B6	csh:Closa_2416	path:map00860	ec:2.1.1.271
csh	D9R4B2	csh:Closa_2410	path:map00860	ec:2.4.2.21
ecq	B7MWP8	ecq:ECED1_2327	path:map00860	ec:2.4.2.21
ecr	B7M3C7	ecr:ECIAI1_2072	path:map00860	ec:2.4.2.21
ecq	B7MQE3	ecq:ECED1_0451	path:map00860	ec:2.5.1.141
ecr		ecr:ECIAI1_0431	path:map00860	ec:2.5.1.141
csh	D9R9Q0	csh:Closa_1502	path:map00860	ec:2.5.1.17
csh	D9RA91	csh:Closa_1572	path:map00860	ec:2.5.1.17
csh	D9R8T9	csh:Closa_1311	path:map00860	ec:2.5.1.17
csh	D9R9P0	csh:Closa_1492	path:map00860	ec:2.5.1.17
ecq	B7MY98	ecq:ECED1_2892	path:map00860	ec:2.5.1.17
ecq	B7MUA8	ecq:ECED1_1476	path:map00860	ec:2.5.1.17
ecr		ecr:ECIAI1_2507	path:map00860	ec:2.5.1.17
ecr		ecr:ECIAI1_1288	path:map00860	ec:2.5.1.17
csh	D9R7W0	csh:Closa_3081	path:map00860	ec:2.5.1.61
ecq	B7N295	ecq:ECED1_4490	path:map00860	ec:2.5.1.61
ecr	B7M603	ecr:ECIAI1_3991	path:map00860	ec:2.5.1.61
csh	D9R4B1	csh:Closa_2409	path:map00860	ec:2.7.1.156
ecq	B7MWQ0	ecq:ECED1_2329	path:map00860	ec:2.7.1.156
ecr		ecr:ECIAI1_2074	path:map00860	ec:2.7.1.156
csh	D9R4B1	csh:Closa_2409	path:map00860	ec:2.7.7.62
ecq	B7MWQ0	ecq:ECED1_2329	path:map00860	ec:2.7.7.62
ecr		ecr:ECIAI1_2074	path:map00860	ec:2.7.7.62
csh	D9R486	csh:Closa_2384	path:map00860	ec:2.7.8.26
ecq	B7MWP9	ecq:ECED1_2328	path:map00860	ec:2.7.8.26
ecr	B7M3C8	ecr:ECIAI1_2073	path:map00860	ec:2.7.8.26
ecq	B7MRS5	ecq:ECED1_0635	path:map00860	ec:3.1.3.73
ecr		ecr:ECIAI1_0622	path:map00860	ec:3.1.3.73
lla		lla:L1889160	path:map00860	ec:3.1.3.73
ecq	B7MV93	ecq:ECED1_1816	path:map00860	ec:3.2.1.31
ecr		ecr:ECIAI1_1668	path:map00860	ec:3.2.1.31
csh	D9R4B5	csh:Closa_2415	path:map00860	ec:3.7.1.12
csh	D9R8E0	csh:Closa_1289	path:map00860	ec:4.1.1.37
ecq	B7N2J9	ecq:ECED1_4704	path:map00860	ec:4.1.1.37
ecr	B7M7Q6	ecr:ECIAI1_4212	path:map00860	ec:4.1.1.37
csh	D9QZ41	csh:Closa_1696	path:map00860	ec:4.2.1.24
ecq	B7MPD4	ecq:ECED1_0396	path:map00860	ec:4.2.1.24
ecr		ecr:ECIAI1_0368	path:map00860	ec:4.2.1.24
csh	D9R7V9	csh:Closa_3080	path:map00860	ec:4.2.1.75
ecq	B7MR25	ecq:ECED1_4489	path:map00860	ec:4.2.1.75
ecr		ecr:ECIAI1_3990	path:map00860	ec:4.2.1.75
ecq	B7MQJ0	ecq:ECED1_0498	path:map00860	ec:4.99.1.1
ecr	B7M3W7	ecr:ECIAI1_0478	path:map00860	ec:4.99.1.1
lpl		lpl:lp_1296	path:map00860	ec:4.99.1.1
lla		lla:L0194	path:map00860	ec:4.99.1.1
stj		stj:SALIVA_1141	path:map00860	ec:4.99.1.1
csh	D9R604	csh:Closa_0816	path:map00860	ec:4.99.1.3
csh	D9R7W1	csh:Closa_3082	path:map00860	ec:4.99.1.4
ecq	B7N1F1	ecq:ECED1_4032	path:map00860	ec:4.99.1.4
ecr	B7M1S1	ecr:ECIAI1_3507	path:map00860	ec:4.99.1.4
ecq	B7MQJ0	ecq:ECED1_0498	path:map00860	ec:4.99.1.9
ecr	B7M3W7	ecr:ECIAI1_0478	path:map00860	ec:4.99.1.9
lpl		lpl:lp_1296	path:map00860	ec:4.99.1.9
lla		lla:L0194	path:map00860	ec:4.99.1.9
stj		stj:SALIVA_1141	path:map00860	ec:4.99.1.9
csh	D9R7V8	csh:Closa_3079	path:map00860	ec:5.4.3.8
ecq	B7MP16	ecq:ECED1_0160	path:map00860	ec:5.4.3.8
ecr	B7M195	ecr:ECIAI1_0152	path:map00860	ec:5.4.3.8
csh	D9R481	csh:Closa_2379	path:map00860	ec:5.4.99.60
csh	D9R481	csh:Closa_2379	path:map00860	ec:5.4.99.61
csh	D9R8T7	csh:Closa_1309	path:map00860	ec:6.1.1.17
ecq	B7N2Z9	ecq:ECED1_2847	path:map00860	ec:6.1.1.17
ecr		ecr:ECIAI1_2463	path:map00860	ec:6.1.1.17
csh	D9R484	csh:Closa_2382	path:map00860	ec:6.3.1.10
csh	D9R482	csh:Closa_2380	path:map00860	ec:6.3.5.10
csh	D9R4B3	csh:Closa_2411	path:map00860	ec:6.3.5.11
csh	D9R4B3	csh:Closa_2411	path:map00860	ec:6.3.5.9
csh	D9QZZ0	csh:Closa_1858	path:map00900	ec:1.1.1.267
ecq	B7MP33	ecq:ECED1_0179	path:map00900	ec:1.1.1.267
ecr		ecr:ECIAI1_0171	path:map00900	ec:1.1.1.267
lpl		lpl:lp_0447	path:map00900	ec:1.1.1.88
lla		lla:L10433	path:map00900	ec:1.1.1.88
stj		stj:SALIVA_0586	path:map00900	ec:1.1.1.88
csh	D9QZZ2	csh:Closa_1860	path:map00900	ec:1.17.7.1
ecq	B7MYF0	ecq:ECED1_2946	path:map00900	ec:1.17.7.1
ecr	B7M7L9	ecr:ECIAI1_2567	path:map00900	ec:1.17.7.1
csh	D9QZZ2	csh:Closa_1860	path:map00900	ec:1.17.7.3
ecq	B7MYF0	ecq:ECED1_2946	path:map00900	ec:1.17.7.3
ecr	B7M7L9	ecr:ECIAI1_2567	path:map00900	ec:1.17.7.3
csh	D9R6S2	csh:Closa_0959	path:map00900	ec:1.17.7.4
ecq	B7MNN4	ecq:ECED1_0026	path:map00900	ec:1.17.7.4
ecr	B7M0C5	ecr:ECIAI1_0030	path:map00900	ec:1.17.7.4
csh	D9R8N6	csh:Closa_3236	path:map00900	ec:2.2.1.7
ecq	B7MQD5	ecq:ECED1_0443	path:map00900	ec:2.2.1.7
ecr	B7M3Q9	ecr:ECIAI1_0420	path:map00900	ec:2.2.1.7
lpl		lpl:lp_2610	path:map00900	ec:2.2.1.7
lla		lla:L108911	path:map00900	ec:2.2.1.7
lla		lla:L123365	path:map00900	ec:2.2.1.7
ecq	B7MXA7	ecq:ECED1_2691	path:map00900	ec:2.3.1.9
ecq	B7MZE4	ecq:ECED1_3301	path:map00900	ec:2.3.1.9
ecr		ecr:ECIAI1_1489	path:map00900	ec:2.3.1.9
ecr		ecr:ECIAI1_2954	path:map00900	ec:2.3.1.9
lla		lla:L11745	path:map00900	ec:2.3.1.9
lla		lla:L25946	path:map00900	ec:2.3.1.9
lpl		lpl:lp_2067	path:map00900	ec:2.3.3.10
lla		lla:L13187	path:map00900	ec:2.3.3.10
stj		stj:SALIVA_0587	path:map00900	ec:2.3.3.10
csh	D9R8N7	csh:Closa_3237	path:map00900	ec:2.5.1.1
ecq	B7MQD6	ecq:ECED1_0444	path:map00900	ec:2.5.1.1
ecr		ecr:ECIAI1_0421	path:map00900	ec:2.5.1.1
lpl		lpl:lp_1602	path:map00900	ec:2.5.1.1
lla		lla:L80459	path:map00900	ec:2.5.1.1
stj		stj:SALIVA_0873	path:map00900	ec:2.5.1.1
csh	D9R8N7	csh:Closa_3237	path:map00900	ec:2.5.1.10
ecq	B7MQD6	ecq:ECED1_0444	path:map00900	ec:2.5.1.10
ecr		ecr:ECIAI1_0421	path:map00900	ec:2.5.1.10
lpl		lpl:lp_1602	path:map00900	ec:2.5.1.10
lla		lla:L80459	path:map00900	ec:2.5.1.10
stj		stj:SALIVA_0873	path:map00900	ec:2.5.1.10
csh	D9R8N7	csh:Closa_3237	path:map00900	ec:2.5.1.29
lpl		lpl:lp_1602	path:map00900	ec:2.5.1.29
lla		lla:L80459	path:map00900	ec:2.5.1.29
stj		stj:SALIVA_0873	path:map00900	ec:2.5.1.29
csh	D9R276	csh:Closa_2147	path:map00900	ec:2.5.1.30
csh	D9R3N1	csh:Closa_4251	path:map00900	ec:2.5.1.30
lpl		lpl:lp_1066	path:map00900	ec:2.5.1.30
lpl		lpl:lp_1134	path:map00900	ec:2.5.1.30
lpl		lpl:lp_1067	path:map00900	ec:2.5.1.30
lla		lla:L186258	path:map00900	ec:2.5.1.30
lla		lla:L179010	path:map00900	ec:2.5.1.30
lla		lla:L179531	path:map00900	ec:2.5.1.30
csh	D9R6N3	csh:Closa_0920	path:map00900	ec:2.5.1.31
csh	D9QZY8	csh:Closa_1856	path:map00900	ec:2.5.1.31
ecq	B7MP34	ecq:ECED1_0180	path:map00900	ec:2.5.1.31
ecr		ecr:ECIAI1_0172	path:map00900	ec:2.5.1.31
lpl		lpl:lp_2051	path:map00900	ec:2.5.1.31
lla		lla:L183602	path:map00900	ec:2.5.1.31
stj		stj:SALIVA_0196	path:map00900	ec:2.5.1.31
ecq	B7N0W9	ecq:ECED1_3845	path:map00900	ec:2.5.1.90
ecr		ecr:ECIAI1_3335	path:map00900	ec:2.5.1.90
csh	D9R442	csh:Closa_0519	path:map00900	ec:2.7.1.148
ecq	B7MTZ2	ecq:ECED1_1356	path:map00900	ec:2.7.1.148
ecr	B7LXC3	ecr:ECIAI1_1229	path:map00900	ec:2.7.1.148
lpl		lpl:lp_0460	path:map00900	ec:2.7.1.148
lpl		lpl:lp_1735	path:map00900	ec:2.7.1.36
lla		lla:L7866	path:map00900	ec:2.7.1.36
stj		stj:SALIVA_0564	path:map00900	ec:2.7.1.36
lpl		lpl:lp_1733	path:map00900	ec:2.7.4.2
lla		lla:L10014	path:map00900	ec:2.7.4.2
stj		stj:SALIVA_0566	path:map00900	ec:2.7.4.2
csh	D9R4S3	csh:Closa_0629	path:map00900	ec:2.7.7.60
ecq	B7MYQ2	ecq:ECED1_3203	path:map00900	ec:2.7.7.60
ecr	B7LXF9	ecr:ECIAI1_2848	path:map00900	ec:2.7.7.60
