KEGG_ORG	KEGG_UNIPROT	KEGG_GENE	KEGG_PATHWAY	KEGG_EC
ecq	B7MVN8	ecq:ECED1_2057	path:map01120	ec:1.1.1.49
ecr		ecr:ECIAI1_1925	path:map01120	ec:1.1.1.49
lpl		lpl:lp_2681	path:map01120	ec:1.1.1.49
lla		lla:L0044	path:map01120	ec:1.1.1.49
ecq	B7MUK1	ecq:ECED1_1569	path:map01120	ec:1.1.1.65
ecr		ecr:ECIAI1_1401	path:map01120	ec:1.1.1.65
lpl		lpl:lp_0137	path:map01120	ec:1.1.1.65
ecq	B7MZ95	ecq:ECED1_3252	path:map01120	ec:1.1.1.77
ecr		ecr:ECIAI1_2909	path:map01120	ec:1.1.1.77
ecq	B7MTG4	ecq:ECED1_1177	path:map01120	ec:1.1.1.79
ecq	B7N1K7	ecq:ECED1_4238	path:map01120	ec:1.1.1.79
ecr	B7M907	ecr:ECIAI1_1067	path:map01120	ec:1.1.1.79
ecr	B7M3H6	ecr:ECIAI1_3718	path:map01120	ec:1.1.1.79
lpl		lpl:lp_3054	path:map01120	ec:1.1.1.90
csh	D9RAX8	csh:Closa_3653	path:map01120	ec:1.1.1.95
csh	D9R9U7	csh:Closa_1550	path:map01120	ec:1.1.1.95
ecq	B7MZK9	ecq:ECED1_3371	path:map01120	ec:1.1.1.95
ecq	B7MZB1	ecq:ECED1_3268	path:map01120	ec:1.1.1.95
ecr		ecr:ECIAI1_3032	path:map01120	ec:1.1.1.95
lpl		lpl:lp_0203	path:map01120	ec:1.1.1.95
lla		lla:L0084	path:map01120	ec:1.1.1.95
stj		stj:SALIVA_1575	path:map01120	ec:1.1.1.95
ecq	B7MZW0	ecq:ECED1_3622	path:map01120	ec:1.1.3.15
ecr		ecr:ECIAI1_3121	path:map01120	ec:1.1.3.15
lpl		lpl:lp_0291	path:map01120	ec:1.1.3.15
ecq	B7MXP1	ecq:ECED1_2676	path:map01120	ec:1.1.5.4
ecr	B7M5Q1	ecr:ECIAI1_2294	path:map01120	ec:1.1.5.4
csh	D9R2A3	csh:Closa_2175	path:map01120	ec:1.12.99.6
csh	D9R2A4	csh:Closa_2176	path:map01120	ec:1.12.99.6
ecq	B7MPR2	ecq:ECED1_1056	path:map01120	ec:1.12.99.6
ecq	B7MPR3	ecq:ECED1_1057	path:map01120	ec:1.12.99.6
ecq	B7N0C5	ecq:ECED1_3644	path:map01120	ec:1.12.99.6
ecq	B7N0C8	ecq:ECED1_3647	path:map01120	ec:1.12.99.6
ecr		ecr:ECIAI1_1013	path:map01120	ec:1.12.99.6
ecr		ecr:ECIAI1_1014	path:map01120	ec:1.12.99.6
ecr		ecr:ECIAI1_3143	path:map01120	ec:1.12.99.6
ecr		ecr:ECIAI1_3146	path:map01120	ec:1.12.99.6
ecr		ecr:ECIAI1_4573	path:map01120	ec:1.13.11.15
ecq	B7MPB5	ecq:ECED1_0376	path:map01120	ec:1.13.11.16
ecr	B7M2Z6	ecr:ECIAI1_0349	path:map01120	ec:1.13.11.16
stj		stj:SALIVA_1382	path:map01120	ec:1.13.11.2
ecr		ecr:ECIAI1_2590	path:map01120	ec:1.14.12.19
ecr	B7M7P2	ecr:ECIAI1_2591	path:map01120	ec:1.14.12.19
ecq	B7MPB4	ecq:ECED1_0375	path:map01120	ec:1.14.13.127
ecr	B7M2Z5	ecr:ECIAI1_0348	path:map01120	ec:1.14.13.127
ecr		ecr:ECIAI1_1388	path:map01120	ec:1.14.13.149
ecr		ecr:ECIAI1_1390	path:map01120	ec:1.14.13.149
ecq	B7MRH1	ecq:ECED1_4902	path:map01120	ec:1.14.13.59
ecr		ecr:ECIAI1_4567	path:map01120	ec:1.14.14.9
lpl		lpl:lp_0070	path:map01120	ec:1.14.14.9
csh	D9R6Y5	csh:Closa_1024	path:map01120	ec:1.17.1.4
csh	D9R6Y4	csh:Closa_1023	path:map01120	ec:1.17.1.4
ecq	B7MZG6	ecq:ECED1_3326	path:map01120	ec:1.17.1.4
ecq	B7MZG7	ecq:ECED1_3327	path:map01120	ec:1.17.1.4
ecr		ecr:ECIAI1_0286	path:map01120	ec:1.17.1.4
ecr		ecr:ECIAI1_0285	path:map01120	ec:1.17.1.4
ecr		ecr:ECIAI1_2986	path:map01120	ec:1.17.1.4
ecr		ecr:ECIAI1_2987	path:map01120	ec:1.17.1.4
csh	D9RA93	csh:Closa_1574	path:map01120	ec:1.17.1.8
ecq	B7MNN7	ecq:ECED1_0029	path:map01120	ec:1.17.1.8
ecr	B7M0C7	ecr:ECIAI1_0032	path:map01120	ec:1.17.1.8
lpl		lpl:lp_1874	path:map01120	ec:1.17.1.8
lla		lla:L0094	path:map01120	ec:1.17.1.8
stj		stj:SALIVA_0398	path:map01120	ec:1.17.1.8
ecq	B7N2N7	ecq:ECED1_4597	path:map01120	ec:1.17.1.9
ecr		ecr:ECIAI1_4098	path:map01120	ec:1.17.1.9
csh	D9R1J5	csh:Closa_4007	path:map01120	ec:1.2.1.10
csh	D9R3R2	csh:Closa_4287	path:map01120	ec:1.2.1.10
ecq	B7MPB8	ecq:ECED1_0379	path:map01120	ec:1.2.1.10
ecq	B7MU27	ecq:ECED1_1392	path:map01120	ec:1.2.1.10
ecr	B7M2Z9	ecr:ECIAI1_0352	path:map01120	ec:1.2.1.10
ecr		ecr:ECIAI1_1259	path:map01120	ec:1.2.1.10
lpl		lpl:lp_3662	path:map01120	ec:1.2.1.10
lla		lla:L13145	path:map01120	ec:1.2.1.10
stj		stj:SALIVA_1949	path:map01120	ec:1.2.1.10
csh	D9R003	csh:Closa_1872	path:map01120	ec:1.2.1.11
ecq	B7N1M5	ecq:ECED1_4108	path:map01120	ec:1.2.1.11
ecr		ecr:ECIAI1_3579	path:map01120	ec:1.2.1.11
lpl		lpl:lp_2570	path:map01120	ec:1.2.1.11
lpl		lpl:lp_1346	path:map01120	ec:1.2.1.11
lla		lla:L66199	path:map01120	ec:1.2.1.11
stj		stj:SALIVA_1293	path:map01120	ec:1.2.1.11
csh	D9R617	csh:Closa_0829	path:map01120	ec:1.2.1.12
ecq	B7MVR0	ecq:ECED1_1984	path:map01120	ec:1.2.1.12
ecq	B7MUK6	ecq:ECED1_1574	path:map01120	ec:1.2.1.12
ecr		ecr:ECIAI1_1843	path:map01120	ec:1.2.1.12
ecr		ecr:ECIAI1_1411	path:map01120	ec:1.2.1.12
lpl		lpl:lp_0789	path:map01120	ec:1.2.1.12
lla		lla:L0005	path:map01120	ec:1.2.1.12
lla		lla:L0004	path:map01120	ec:1.2.1.12
stj		stj:SALIVA_1852	path:map01120	ec:1.2.1.12
ecq	B7MYW3	ecq:ECED1_3114	path:map01120	ec:1.2.1.16
ecq	B7MUT5	ecq:ECED1_1654	path:map01120	ec:1.2.1.16
ecr		ecr:ECIAI1_2757	path:map01120	ec:1.2.1.16
ecr		ecr:ECIAI1_1537	path:map01120	ec:1.2.1.16
lpl		lpl:lp_3092	path:map01120	ec:1.2.1.16
ecq	B7MUN0	ecq:ECED1_1598	path:map01120	ec:1.2.1.19
ecr	B7LZ33	ecr:ECIAI1_1440	path:map01120	ec:1.2.1.19
ecq	B7MYW3	ecq:ECED1_3114	path:map01120	ec:1.2.1.20
ecr		ecr:ECIAI1_2757	path:map01120	ec:1.2.1.20
lpl		lpl:lp_3092	path:map01120	ec:1.2.1.20
ecq	B7MUK5	ecq:ECED1_1573	path:map01120	ec:1.2.1.21
ecr		ecr:ECIAI1_1410	path:map01120	ec:1.2.1.21
ecq	B7MUK5	ecq:ECED1_1573	path:map01120	ec:1.2.1.22
ecr		ecr:ECIAI1_1410	path:map01120	ec:1.2.1.22
ecr		ecr:ECIAI1_1385	path:map01120	ec:1.2.1.39
ecr		ecr:ECIAI1_4574	path:map01120	ec:1.2.1.60
csh	D9R7W2	csh:Closa_3083	path:map01120	ec:1.2.1.70
ecq	B7MTZ4	ecq:ECED1_1358	path:map01120	ec:1.2.1.70
ecr	B7LXC5	ecr:ECIAI1_1231	path:map01120	ec:1.2.1.70
csh	D9QZF1	csh:Closa_1819	path:map01120	ec:1.2.1.87
ecq	B7MZU3	ecq:ECED1_3458	path:map01120	ec:1.2.1.87
stj		stj:SALIVA_0805	path:map01120	ec:1.2.1.9
ecr		ecr:ECIAI1_1387	path:map01120	ec:1.2.1.91
ecq	B7MNX6	ecq:ECED1_0118	path:map01120	ec:1.2.4.1
ecr		ecr:ECIAI1_0112	path:map01120	ec:1.2.4.1
lpl		lpl:lp_2153	path:map01120	ec:1.2.4.1
lpl		lpl:lp_2154	path:map01120	ec:1.2.4.1
lla		lla:L0033	path:map01120	ec:1.2.4.1
lla		lla:L0034	path:map01120	ec:1.2.4.1
stj		stj:SALIVA_1066	path:map01120	ec:1.2.4.1
stj		stj:SALIVA_1067	path:map01120	ec:1.2.4.1
ecq	B7MPL9	ecq:ECED1_0695	path:map01120	ec:1.2.4.2
ecr		ecr:ECIAI1_0699	path:map01120	ec:1.2.4.2
csh	D9QZ44	csh:Closa_1699	path:map01120	ec:1.2.7.1
ecq	B7MUJ3	ecq:ECED1_1561	path:map01120	ec:1.2.7.1
ecr		ecr:ECIAI1_1377	path:map01120	ec:1.2.7.1
lla		lla:L29321	path:map01120	ec:1.2.7.1
csh	D9R6N4	csh:Closa_0921	path:map01120	ec:1.2.7.4
csh	D9R9N7	csh:Closa_1489	path:map01120	ec:1.3.1.31
csh	D9R7W1	csh:Closa_3082	path:map01120	ec:1.3.1.76
ecq	B7N1F1	ecq:ECED1_4032	path:map01120	ec:1.3.1.76
ecr	B7M1S1	ecr:ECIAI1_3507	path:map01120	ec:1.3.1.76
ecr	B7M7P4	ecr:ECIAI1_2593	path:map01120	ec:1.3.1.87
ecq	B7MPL7	ecq:ECED1_0693	path:map01120	ec:1.3.5.1
ecq	B7MPL8	ecq:ECED1_0694	path:map01120	ec:1.3.5.1
ecr		ecr:ECIAI1_0697	path:map01120	ec:1.3.5.1
ecr		ecr:ECIAI1_0698	path:map01120	ec:1.3.5.1
ecq	B7MSX1	ecq:ECED1_4943	path:map01120	ec:1.3.5.4
ecq	B7MPL7	ecq:ECED1_0693	path:map01120	ec:1.3.5.4
ecq	B7MPL8	ecq:ECED1_0694	path:map01120	ec:1.3.5.4
ecq	B7MSX0	ecq:ECED1_4942	path:map01120	ec:1.3.5.4
ecr		ecr:ECIAI1_4391	path:map01120	ec:1.3.5.4
ecr		ecr:ECIAI1_0697	path:map01120	ec:1.3.5.4
ecr		ecr:ECIAI1_0698	path:map01120	ec:1.3.5.4
ecr		ecr:ECIAI1_4390	path:map01120	ec:1.3.5.4
lpl		lpl:lp_1425	path:map01120	ec:1.3.5.4
lpl		lpl:lp_3491	path:map01120	ec:1.3.5.4
lpl		lpl:lp_1113	path:map01120	ec:1.3.5.4
lla		lla:L137630	path:map01120	ec:1.3.5.4
csh	D9R0L1	csh:Closa_3930	path:map01120	ec:1.3.8.1
csh	D9R7M8	csh:Closa_1143	path:map01120	ec:1.4.1.13
csh	D9R4U6	csh:Closa_2484	path:map01120	ec:1.4.1.13
csh	D9R737	csh:Closa_2933	path:map01120	ec:1.4.1.13
csh	D9R4U7	csh:Closa_2485	path:map01120	ec:1.4.1.13
ecq	B7N0Z2	ecq:ECED1_3870	path:map01120	ec:1.4.1.13
ecq	B7N0Z3	ecq:ECED1_3871	path:map01120	ec:1.4.1.13
ecr		ecr:ECIAI1_3360	path:map01120	ec:1.4.1.13
ecr		ecr:ECIAI1_3361	path:map01120	ec:1.4.1.13
lla		lla:L114827	path:map01120	ec:1.4.1.13
lla		lla:L0119	path:map01120	ec:1.4.1.13
csh	D9R3Q8	csh:Closa_4283	path:map01120	ec:1.4.1.4
ecq	B7MVN9	ecq:ECED1_1962	path:map01120	ec:1.4.1.4
ecr		ecr:ECIAI1_1822	path:map01120	ec:1.4.1.4
lpl		lpl:lp_1169	path:map01120	ec:1.4.1.4
stj		stj:SALIVA_0404	path:map01120	ec:1.4.1.4
ecq	B7MVB6	ecq:ECED1_1839	path:map01120	ec:1.4.3.5
ecr	B7M0J5	ecr:ECIAI1_1690	path:map01120	ec:1.4.3.5
csh	D9R4F3	csh:Closa_2454	path:map01120	ec:1.5.1.20
ecq	B7N2T4	ecq:ECED1_4647	path:map01120	ec:1.5.1.20
ecr		ecr:ECIAI1_4150	path:map01120	ec:1.5.1.20
lpl		lpl:lp_1374	path:map01120	ec:1.5.1.20
lla		lla:L0099	path:map01120	ec:1.5.1.20
stj		stj:SALIVA_1247	path:map01120	ec:1.5.1.20
csh	D9R7M1	csh:Closa_1136	path:map01120	ec:1.5.1.5
csh	D9R8R8	csh:Closa_3268	path:map01120	ec:1.5.1.5
ecq	B7MRJ2	ecq:ECED1_0549	path:map01120	ec:1.5.1.5
ecr	B7M4N2	ecr:ECIAI1_0531	path:map01120	ec:1.5.1.5
lpl		lpl:lp_1599	path:map01120	ec:1.5.1.5
lla		lla:L76582	path:map01120	ec:1.5.1.5
stj		stj:SALIVA_0624	path:map01120	ec:1.5.1.5
csh	D9R8X8	csh:Closa_1350	path:map01120	ec:1.7.1.15
ecq	B7N103	ecq:ECED1_4029	path:map01120	ec:1.7.1.15
ecq	B7N104	ecq:ECED1_4030	path:map01120	ec:1.7.1.15
ecr		ecr:ECIAI1_3504	path:map01120	ec:1.7.1.15
ecr		ecr:ECIAI1_3505	path:map01120	ec:1.7.1.15
ecq	B7N2T7	ecq:ECED1_4798	path:map01120	ec:1.7.2.2
ecr	B7M7Y3	ecr:ECIAI1_4304	path:map01120	ec:1.7.2.2
ecq	B7MPS9	ecq:ECED1_1074	path:map01120	ec:1.7.2.3
ecq	B7MW66	ecq:ECED1_2141	path:map01120	ec:1.7.2.3
ecr		ecr:ECIAI1_1040	path:map01120	ec:1.7.2.3
ecr		ecr:ECIAI1_1959	path:map01120	ec:1.7.2.3
ecq	B7MU10	ecq:ECED1_1374	path:map01120	ec:1.7.5.1
ecq	B7MU11	ecq:ECED1_1375	path:map01120	ec:1.7.5.1
ecq	B7MU13	ecq:ECED1_1377	path:map01120	ec:1.7.5.1
ecq	B7MUQ1	ecq:ECED1_1620	path:map01120	ec:1.7.5.1
ecq	B7MUQ2	ecq:ECED1_1621	path:map01120	ec:1.7.5.1
ecq	B7MUP9	ecq:ECED1_1618	path:map01120	ec:1.7.5.1
ecr		ecr:ECIAI1_1247	path:map01120	ec:1.7.5.1
ecr		ecr:ECIAI1_1248	path:map01120	ec:1.7.5.1
ecr		ecr:ECIAI1_1250	path:map01120	ec:1.7.5.1
ecr		ecr:ECIAI1_1470	path:map01120	ec:1.7.5.1
ecr		ecr:ECIAI1_1471	path:map01120	ec:1.7.5.1
ecr		ecr:ECIAI1_1468	path:map01120	ec:1.7.5.1
lpl		lpl:lp_1497	path:map01120	ec:1.7.5.1
lpl		lpl:lp_1500	path:map01120	ec:1.7.5.1
lpl		lpl:lp_1498	path:map01120	ec:1.7.5.1
ecq	B7MYR1	ecq:ECED1_3212	path:map01120	ec:1.8.1.2
ecq	B7MYR2	ecq:ECED1_3213	path:map01120	ec:1.8.1.2
ecr	B7LXH6	ecr:ECIAI1_2867	path:map01120	ec:1.8.1.2
ecr		ecr:ECIAI1_2868	path:map01120	ec:1.8.1.2
csh	D9R7P7	csh:Closa_1168	path:map01120	ec:1.8.1.4
csh	D9R9S8	csh:Closa_1531	path:map01120	ec:1.8.1.4
csh	D9R6J1	csh:Closa_2861	path:map01120	ec:1.8.1.4
ecq	B7MNX8	ecq:ECED1_0120	path:map01120	ec:1.8.1.4
ecq	B7N2R3	ecq:ECED1_4772	path:map01120	ec:1.8.1.4
ecr		ecr:ECIAI1_0114	path:map01120	ec:1.8.1.4
lpl		lpl:lp_2151	path:map01120	ec:1.8.1.4
lla		lla:L0036	path:map01120	ec:1.8.1.4
stj		stj:SALIVA_1069	path:map01120	ec:1.8.1.4
stj		stj:SALIVA_0696	path:map01120	ec:1.8.1.4
ecq	B7MYR0	ecq:ECED1_3211	path:map01120	ec:1.8.4.8
ecr	B7LXH5	ecr:ECIAI1_2866	path:map01120	ec:1.8.4.8
csh	D9R7V9	csh:Closa_3080	path:map01120	ec:2.1.1.107
ecq	B7N293	ecq:ECED1_4488	path:map01120	ec:2.1.1.107
ecq	B7N1F1	ecq:ECED1_4032	path:map01120	ec:2.1.1.107
ecr		ecr:ECIAI1_3989	path:map01120	ec:2.1.1.107
ecr	B7M1S1	ecr:ECIAI1_3507	path:map01120	ec:2.1.1.107
csh	D9R7L3	csh:Closa_1128	path:map01120	ec:2.1.1.341
csh	D9R577	csh:Closa_0655	path:map01120	ec:2.1.2.1
ecq	B7MYI0	ecq:ECED1_2978	path:map01120	ec:2.1.2.1
ecr	B7M8A7	ecr:ECIAI1_2604	path:map01120	ec:2.1.2.1
lpl		lpl:lp_2375	path:map01120	ec:2.1.2.1
lla		lla:L0082	path:map01120	ec:2.1.2.1
stj		stj:SALIVA_1260	path:map01120	ec:2.1.2.1
csh	D9R0P5	csh:Closa_0051	path:map01120	ec:2.2.1.1
csh	D9R0P6	csh:Closa_0052	path:map01120	ec:2.2.1.1
csh	D9R0R6	csh:Closa_0072	path:map01120	ec:2.2.1.1
csh	D9R2J8	csh:Closa_4115	path:map01120	ec:2.2.1.1
csh	D9R2J9	csh:Closa_4116	path:map01120	ec:2.2.1.1
ecq	B7N2C2	ecq:ECED1_4517	path:map01120	ec:2.2.1.1
ecq	B7MYA4	ecq:ECED1_2898	path:map01120	ec:2.2.1.1
ecq	B7MZN3	ecq:ECED1_3397	path:map01120	ec:2.2.1.1
ecr		ecr:ECIAI1_3060	path:map01120	ec:2.2.1.1
ecr		ecr:ECIAI1_2513	path:map01120	ec:2.2.1.1
lpl		lpl:lp_1083	path:map01120	ec:2.2.1.1
lpl		lpl:lp_3135	path:map01120	ec:2.2.1.1
lpl		lpl:lp_3538	path:map01120	ec:2.2.1.1
lla		lla:L0043	path:map01120	ec:2.2.1.1
stj		stj:SALIVA_0473	path:map01120	ec:2.2.1.1
csh	D9R6P3	csh:Closa_0930	path:map01120	ec:2.2.1.2
csh	D9R9N2	csh:Closa_1484	path:map01120	ec:2.2.1.2
ecq	B7MNL6	ecq:ECED1_0008	path:map01120	ec:2.2.1.2
ecq	B7MYA3	ecq:ECED1_2897	path:map01120	ec:2.2.1.2
ecr		ecr:ECIAI1_0009	path:map01120	ec:2.2.1.2
ecr		ecr:ECIAI1_2512	path:map01120	ec:2.2.1.2
lpl		lpl:lp_3539	path:map01120	ec:2.2.1.2
ecq	B7MRH3	ecq:ECED1_4904	path:map01120	ec:2.3.1.102
ecq	B7MP26	ecq:ECED1_0171	path:map01120	ec:2.3.1.117
ecr	B7M1A5	ecr:ECIAI1_0163	path:map01120	ec:2.3.1.117
lpl		lpl:lp_2264	path:map01120	ec:2.3.1.117
lla		lla:L79267	path:map01120	ec:2.3.1.117
stj		stj:SALIVA_1907	path:map01120	ec:2.3.1.117
ecq	B7MNX7	ecq:ECED1_0119	path:map01120	ec:2.3.1.12
ecr		ecr:ECIAI1_0113	path:map01120	ec:2.3.1.12
lpl		lpl:lp_2152	path:map01120	ec:2.3.1.12
lla		lla:L0035	path:map01120	ec:2.3.1.12
stj		stj:SALIVA_1068	path:map01120	ec:2.3.1.12
stj		stj:SALIVA_0699	path:map01120	ec:2.3.1.12
ecq	B7MY17	ecq:ECED1_2805	path:map01120	ec:2.3.1.16
ecq	B7N2F1	ecq:ECED1_4547	path:map01120	ec:2.3.1.16
ecr	B7M6M3	ecr:ECIAI1_2419	path:map01120	ec:2.3.1.16
ecr		ecr:ECIAI1_4038	path:map01120	ec:2.3.1.16
ecr		ecr:ECIAI1_1397	path:map01120	ec:2.3.1.174
ecr		ecr:ECIAI1_1397	path:map01120	ec:2.3.1.223
csh	D9R328	csh:Closa_0381	path:map01120	ec:2.3.1.30
ecq	B7N253	ecq:ECED1_4293	path:map01120	ec:2.3.1.30
ecr		ecr:ECIAI1_3780	path:map01120	ec:2.3.1.30
lpl		lpl:lp_0254	path:map01120	ec:2.3.1.30
lla		lla:L0087	path:map01120	ec:2.3.1.30
stj		stj:SALIVA_0103	path:map01120	ec:2.3.1.30
csh	D9R2W5	csh:Closa_0317	path:map01120	ec:2.3.1.54
csh	D9R2W3	csh:Closa_0315	path:map01120	ec:2.3.1.54
ecq	B7N0B5	ecq:ECED1_3779	path:map01120	ec:2.3.1.54
ecq	B7MR78	ecq:ECED1_4656	path:map01120	ec:2.3.1.54
ecq	B7MS18	ecq:ECED1_0930	path:map01120	ec:2.3.1.54
ecq	B7MZF2	ecq:ECED1_3461	path:map01120	ec:2.3.1.54
ecq	B7MQS6	ecq:ECED1_0787	path:map01120	ec:2.3.1.54
ecr		ecr:ECIAI1_0943	path:map01120	ec:2.3.1.54
ecr		ecr:ECIAI1_3263	path:map01120	ec:2.3.1.54
ecr		ecr:ECIAI1_4159	path:map01120	ec:2.3.1.54
ecr		ecr:ECIAI1_0862	path:map01120	ec:2.3.1.54
lpl		lpl:lp_2598	path:map01120	ec:2.3.1.54
lpl		lpl:lp_3313	path:map01120	ec:2.3.1.54
lla		lla:L57408	path:map01120	ec:2.3.1.54
stj		stj:SALIVA_1726	path:map01120	ec:2.3.1.54
ecq	B7MPM0	ecq:ECED1_0696	path:map01120	ec:2.3.1.61
ecq	B7MSF2	ecq:ECED1_4771	path:map01120	ec:2.3.1.61
ecr		ecr:ECIAI1_0700	path:map01120	ec:2.3.1.61
csh	D9QZZ6	csh:Closa_1864	path:map01120	ec:2.3.1.8
ecq	B7MXX5	ecq:ECED1_2761	path:map01120	ec:2.3.1.8
ecr		ecr:ECIAI1_2372	path:map01120	ec:2.3.1.8
lpl		lpl:lp_0807	path:map01120	ec:2.3.1.8
lla		lla:L107797	path:map01120	ec:2.3.1.8
stj		stj:SALIVA_1519	path:map01120	ec:2.3.1.8
ecq	B7MXA7	ecq:ECED1_2691	path:map01120	ec:2.3.1.9
ecq	B7MZE4	ecq:ECED1_3301	path:map01120	ec:2.3.1.9
ecr		ecr:ECIAI1_1489	path:map01120	ec:2.3.1.9
ecr		ecr:ECIAI1_2954	path:map01120	ec:2.3.1.9
lla		lla:L11745	path:map01120	ec:2.3.1.9
lla		lla:L25946	path:map01120	ec:2.3.1.9
csh	D9R262	csh:Closa_2133	path:map01120	ec:2.3.3.1
csh	D9R3K5	csh:Closa_4225	path:map01120	ec:2.3.3.1
ecq	B7MPL3	ecq:ECED1_0689	path:map01120	ec:2.3.3.1
ecr		ecr:ECIAI1_0694	path:map01120	ec:2.3.3.1
lla		lla:L67186	path:map01120	ec:2.3.3.1
stj		stj:SALIVA_0801	path:map01120	ec:2.3.3.1
ecq	B7MZV6	ecq:ECED1_3618	path:map01120	ec:2.3.3.9
ecq	B7MRD8	ecq:ECED1_4721	path:map01120	ec:2.3.3.9
ecr		ecr:ECIAI1_4234	path:map01120	ec:2.3.3.9
ecr		ecr:ECIAI1_3117	path:map01120	ec:2.3.3.9
csh	D9R356	csh:Closa_2227	path:map01120	ec:2.5.1.47
csh	D9R725	csh:Closa_2921	path:map01120	ec:2.5.1.47
ecq	B7MXS3	ecq:ECED1_2858	path:map01120	ec:2.5.1.47
ecr		ecr:ECIAI1_2472	path:map01120	ec:2.5.1.47
lpl		lpl:lp_0256	path:map01120	ec:2.5.1.47
lla		lla:L0088	path:map01120	ec:2.5.1.47
lla		lla:L0089	path:map01120	ec:2.5.1.47
stj		stj:SALIVA_0341	path:map01120	ec:2.5.1.47
csh	D9R7W0	csh:Closa_3081	path:map01120	ec:2.5.1.61
ecq	B7N295	ecq:ECED1_4490	path:map01120	ec:2.5.1.61
ecr	B7M603	ecr:ECIAI1_3991	path:map01120	ec:2.5.1.61
csh	D9R8B2	csh:Closa_1261	path:map01120	ec:2.6.1.1
ecq	B7MS46	ecq:ECED1_0958	path:map01120	ec:2.6.1.1
ecr		ecr:ECIAI1_0969	path:map01120	ec:2.6.1.1
csh	D9R961	csh:Closa_3283	path:map01120	ec:2.6.1.17
ecq	B7N1E3	ecq:ECED1_4023	path:map01120	ec:2.6.1.17
ecr		ecr:ECIAI1_3498	path:map01120	ec:2.6.1.17
lpl		lpl:lp_0531	path:map01120	ec:2.6.1.17
lla		lla:L0106	path:map01120	ec:2.6.1.17
stj		stj:SALIVA_0450	path:map01120	ec:2.6.1.17
ecq	B7MYW4	ecq:ECED1_3115	path:map01120	ec:2.6.1.19
ecr		ecr:ECIAI1_1327	path:map01120	ec:2.6.1.19
ecr		ecr:ECIAI1_2758	path:map01120	ec:2.6.1.19
csh	D9R5K4	csh:Closa_2622	path:map01120	ec:2.6.1.2
ecq	B7MXW9	ecq:ECED1_2754	path:map01120	ec:2.6.1.2
ecr		ecr:ECIAI1_2364	path:map01120	ec:2.6.1.2
lla		lla:L162604	path:map01120	ec:2.6.1.2
stj		stj:SALIVA_1705	path:map01120	ec:2.6.1.2
lpl		lpl:lp_0710	path:map01120	ec:2.6.1.37
ecq	B7MYW4	ecq:ECED1_3115	path:map01120	ec:2.6.1.48
ecr		ecr:ECIAI1_2758	path:map01120	ec:2.6.1.48
csh	D9RAX9	csh:Closa_3654	path:map01120	ec:2.6.1.52
ecq	B7MS22	ecq:ECED1_0934	path:map01120	ec:2.6.1.52
ecr	B7M835	ecr:ECIAI1_0947	path:map01120	ec:2.6.1.52
lpl		lpl:lp_0204	path:map01120	ec:2.6.1.52
lla		lla:L0083	path:map01120	ec:2.6.1.52
stj		stj:SALIVA_1577	path:map01120	ec:2.6.1.52
ecq	B7N0M2	ecq:ECED1_3741	path:map01120	ec:2.6.1.82
ecr	B7LZM2	ecr:ECIAI1_3220	path:map01120	ec:2.6.1.82
csh	D9R7H7	csh:Closa_1090	path:map01120	ec:2.7.1.11
csh	D9R3A2	csh:Closa_2274	path:map01120	ec:2.7.1.11
csh	D9R1S5	csh:Closa_0173	path:map01120	ec:2.7.1.11
ecq	B7N2Q7	ecq:ECED1_4618	path:map01120	ec:2.7.1.11
ecq	B7MVA6	ecq:ECED1_1926	path:map01120	ec:2.7.1.11
ecr	B7M6W7	ecr:ECIAI1_4121	path:map01120	ec:2.7.1.11
ecr		ecr:ECIAI1_1781	path:map01120	ec:2.7.1.11
lpl		lpl:lp_1898	path:map01120	ec:2.7.1.11
lla		lla:L0002	path:map01120	ec:2.7.1.11
stj		stj:SALIVA_0891	path:map01120	ec:2.7.1.11
ecq	B7MT02	ecq:ECED1_5122	path:map01120	ec:2.7.1.12
ecq	B7N1M7	ecq:ECED1_4111	path:map01120	ec:2.7.1.12
ecr		ecr:ECIAI1_3582	path:map01120	ec:2.7.1.12
lpl		lpl:lp_1250	path:map01120	ec:2.7.1.12
lla		lla:L52019	path:map01120	ec:2.7.1.12
csh	D9R4Q2	csh:Closa_0608	path:map01120	ec:2.7.1.146
csh	D9R4Q2	csh:Closa_0608	path:map01120	ec:2.7.1.147
csh	D9R515	csh:Closa_2554	path:map01120	ec:2.7.1.165
ecq	B7N0R6	ecq:ECED1_3785	path:map01120	ec:2.7.1.165
ecq	B7MQM4	ecq:ECED1_0533	path:map01120	ec:2.7.1.165
ecr		ecr:ECIAI1_3272	path:map01120	ec:2.7.1.165
ecr		ecr:ECIAI1_0516	path:map01120	ec:2.7.1.165
lpl		lpl:lp_3266	path:map01120	ec:2.7.1.165
lla		lla:L79277	path:map01120	ec:2.7.1.165
stj		stj:SALIVA_0643	path:map01120	ec:2.7.1.165
ecq	B7N1D8	ecq:ECED1_4018	path:map01120	ec:2.7.1.19
ecr		ecr:ECIAI1_3493	path:map01120	ec:2.7.1.19
csh	D9R523	csh:Closa_2562	path:map01120	ec:2.7.1.194
csh	D9R2K1	csh:Closa_4118	path:map01120	ec:2.7.1.194
ecq	B7MSL3	ecq:ECED1_4981	path:map01120	ec:2.7.1.194
