KEGG_CPD	KEGG_EC	KEGG_FORMULA	KEGG_EXACT_MASS
cpd:C00543	ec:4.1.2.32	C2H7N	45.0578
cpd:C00543	ec:3.5.3.18	C2H7N	45.0578
cpd:C00543	ec:2.1.1.249	C2H7N	45.0578
cpd:C00543	ec:1.14.13.238	C2H7N	45.0578
cpd:C00543	ec:2.1.1.250	C2H7N	45.0578
cpd:C00543	ec:3.5.1.56	C2H7N	45.0578
cpd:C00544	ec:2.5.1.117	C8H8O4	168.0423
cpd:C00544	ec:2.5.1.116	C8H8O4	168.0423
cpd:C00544	ec:2.5.1.115	C8H8O4	168.0423
cpd:C00544	ec:1.13.11.27	C8H8O4	168.0423
cpd:C00544	ec:1.13.11.5	C8H8O4	168.0423
cpd:C00544	ec:1.14.13.18	C8H8O4	168.0423
cpd:C00544	ec:1.14.13.63	C8H8O4	168.0423
cpd:C00545	ec:4.2.1.25	C5H10O6	166.0477
cpd:C00545	ec:3.1.1.15	C5H10O6	166.0477
cpd:C00546	ec:1.4.3.4	C3H4O2	72.0211
cpd:C00546	ec:2.2.1.11	C3H4O2	72.0211
cpd:C00546	ec:1.2.1.49	C3H4O2	72.0211
cpd:C00546	ec:1.2.1.22	C3H4O2	72.0211
cpd:C00546	ec:1.2.1.23	C3H4O2	72.0211
cpd:C00546	ec:1.4.3.21	C3H4O2	72.0211
cpd:C00546	ec:1.1.1.78	C3H4O2	72.0211
cpd:C00546	ec:1.1.1.79	C3H4O2	72.0211
cpd:C00546	ec:1.13.11.50	C3H4O2	72.0211
cpd:C00546	ec:4.4.1.5	C3H4O2	72.0211
cpd:C00546	ec:4.2.3.3	C3H4O2	72.0211
cpd:C00546	ec:4.2.1.130	C3H4O2	72.0211
cpd:C00546	ec:1.1.1.283	C3H4O2	72.0211
cpd:C00546	ec:1.1.1.21	C3H4O2	72.0211
cpd:C00546	ec:1.1.1.6	C3H4O2	72.0211
cpd:C00546	ec:1.2.3.15	C3H4O2	72.0211
cpd:C00547	ec:1.14.17.1	C8H11NO3	169.0739
cpd:C00547	ec:2.1.1.6	C8H11NO3	169.0739
cpd:C00547	ec:2.1.1.28	C8H11NO3	169.0739
cpd:C00547	ec:1.4.3.4	C8H11NO3	169.0739
cpd:C00548	ec:3.1.1.2	C8H8O2	136.0524
cpd:C00550	ec:2.3.1.24	C24H49N2O6PR	
cpd:C00550	ec:3.1.4.12	C24H49N2O6PR	
cpd:C00550	ec:3.1.4.41	C24H49N2O6PR	
cpd:C00550	ec:2.7.8.3	C24H49N2O6PR	
cpd:C00550	ec:2.7.8.27	C24H49N2O6PR	
cpd:C00552	ec:3.3.2.4	C4H6O6	150.0164
cpd:C00552	ec:1.3.1.7	C4H6O6	150.0164
cpd:C00552	ec:5.1.2.5	C4H6O6	150.0164
cpd:C00552	ec:1.1.1.93	C4H6O6	150.0164
cpd:C00553	ec:2.3.1.69	C10H20O	156.1514
cpd:C00553	ec:1.1.1.208	C10H20O	156.1514
cpd:C00555	ec:1.5.99.6	C4H9NO	87.0684
cpd:C00555	ec:1.4.3.10	C4H9NO	87.0684
cpd:C00555	ec:1.4.3.22	C4H9NO	87.0684
cpd:C00555	ec:1.5.3.14	C4H9NO	87.0684
cpd:C00555	ec:1.2.1.3	C4H9NO	87.0684
cpd:C00555	ec:1.2.1.19	C4H9NO	87.0684
cpd:C00555	ec:2.6.1.113	C4H9NO	87.0684
cpd:C00555	ec:2.6.1.29	C4H9NO	87.0684
cpd:C00555	ec:2.6.1.82	C4H9NO	87.0684
cpd:C00556	ec:3.1.1.70	C7H8O	108.0575
cpd:C00556	ec:3.5.1.58	C7H8O	108.0575
cpd:C00556	ec:1.1.1.90	C7H8O	108.0575
cpd:C00556	ec:1.14.15.26	C7H8O	108.0575
cpd:C00556	ec:2.3.1.196	C7H8O	108.0575
cpd:C00556	ec:2.3.1.224	C7H8O	108.0575
cpd:C00556	ec:3.5.1.64	C7H8O	108.0575
cpd:C00557	ec:1.14.13.16	C5H8O	84.0575
cpd:C00557	ec:1.1.1.163	C5H8O	84.0575
cpd:C00558	ec:1.1.1.414	C6H10O7	194.0427
cpd:C00558	ec:5.3.1.12	C6H10O7	194.0427
cpd:C00558	ec:5.1.2.7	C6H10O7	194.0427
cpd:C00558	ec:1.1.1.58	C6H10O7	194.0427
cpd:C00559	ec:2.7.1.76	C10H13N5O3	251.1018
cpd:C00559	ec:2.4.2.1	C10H13N5O3	251.1018
cpd:C00559	ec:3.5.4.4	C10H13N5O3	251.1018
cpd:C00559	ec:3.1.3.5	C10H13N5O3	251.1018
cpd:C00559	ec:3.1.3.89	C10H13N5O3	251.1018
cpd:C00561	ec:3.2.1.21	C8H7NO	133.0528
cpd:C00561	ec:1.14.14.44	C8H7NO	133.0528
cpd:C00561	ec:1.14.14.77	C8H7NO	133.0528
cpd:C00561	ec:2.4.1.354	C8H7NO	133.0528
cpd:C00561	ec:4.1.2.10	C8H7NO	133.0528
cpd:C00561	ec:3.2.1.119	C8H7NO	133.0528
cpd:C00561	ec:3.2.1.118	C8H7NO	133.0528
cpd:C00561	ec:1.1.3.49	C8H7NO	133.0528
cpd:C00562	ec:3.1.3.16		
cpd:C00562	ec:2.7.11.24		
cpd:C00562	ec:2.7.11.1		
cpd:C00562	ec:2.7.12.2		
cpd:C00562	ec:2.7.12.1		
cpd:C00562	ec:2.7.11.9		
cpd:C00562	ec:2.7.11.8		
cpd:C00562	ec:2.7.11.30		
cpd:C00562	ec:2.7.11.25		
cpd:C00562	ec:2.7.11.22		
cpd:C00562	ec:2.7.11.21		
cpd:C00562	ec:2.7.11.17		
cpd:C00562	ec:2.7.11.13		
cpd:C00562	ec:2.7.11.12		
cpd:C00562	ec:2.7.11.11		
cpd:C00562	ec:2.7.11.10		
cpd:C00565	ec:1.14.13.148	C3H9N	59.0735
cpd:C00565	ec:2.1.1.250	C3H9N	59.0735
cpd:C00565	ec:4.3.99.4	C3H9N	59.0735
cpd:C00565	ec:1.7.2.3	C3H9N	59.0735
cpd:C00565	ec:1.5.8.2	C3H9N	59.0735
cpd:C00565	ec:2.1.1.247	C3H9N	59.0735
cpd:C00565	ec:2.1.1.252	C3H9N	59.0735
cpd:C00565	ec:1.21.4.4	C3H9N	59.0735
cpd:C00565	ec:1.14.13.239	C3H9N	59.0735
cpd:C00566	ec:4.1.3.34	C27H42N7O22P3S	941.1316
cpd:C00566	ec:2.8.3.10	C27H42N7O22P3S	941.1316
cpd:C00566	ec:6.2.1.18	C27H42N7O22P3S	941.1316
cpd:C00568	ec:2.5.1.15	C7H7NO2	137.0477
cpd:C00568	ec:4.1.1.24	C7H7NO2	137.0477
cpd:C00568	ec:4.1.3.38	C7H7NO2	137.0477
cpd:C00568	ec:2.4.2.54	C7H7NO2	137.0477
cpd:C00568	ec:1.14.13.27	C7H7NO2	137.0477
cpd:C00570	ec:2.7.8.4	C11H20N4O11P2	446.0604
cpd:C00570	ec:2.7.8.1	C11H20N4O11P2	446.0604
cpd:C00570	ec:2.7.7.14	C11H20N4O11P2	446.0604
cpd:C00571	ec:3.10.1.2	C6H13N	99.1048
cpd:C00571	ec:1.4.3.12	C6H13N	99.1048
cpd:C00573	ec:2.8.2.21	(C28H46N2O29S3)n	
cpd:C00573	ec:3.2.1.103	(C28H46N2O29S3)n	
cpd:C00575	ec:3.1.4.17	C10H12N5O6P	329.0525
cpd:C00575	ec:4.6.1.1	C10H12N5O6P	329.0525
cpd:C00575	ec:3.5.4.46	C10H12N5O6P	329.0525
cpd:C00575	ec:3.1.4.53	C10H12N5O6P	329.0525
cpd:C00576	ec:1.1.99.1	C5H12NO	102.0919
cpd:C00576	ec:1.1.3.17	C5H12NO	102.0919
cpd:C00576	ec:1.1.1.1	C5H12NO	102.0919
cpd:C00576	ec:1.2.1.8	C5H12NO	102.0919
cpd:C00576	ec:1.14.15.7	C5H12NO	102.0919
cpd:C00577	ec:1.2.7.5	C3H6O3	90.0317
cpd:C00577	ec:1.2.99.8	C3H6O3	90.0317
cpd:C00577	ec:1.2.1.89	C3H6O3	90.0317
cpd:C00577	ec:4.1.2.55	C3H6O3	90.0317
cpd:C00577	ec:1.1.1.72	C3H6O3	90.0317
cpd:C00577	ec:1.1.1.21	C3H6O3	90.0317
cpd:C00577	ec:2.7.1.28	C3H6O3	90.0317
cpd:C00577	ec:1.1.1.372	C3H6O3	90.0317
cpd:C00577	ec:1.1.1.2	C3H6O3	90.0317
cpd:C00577	ec:1.2.1.3	C3H6O3	90.0317
cpd:C00577	ec:2.2.1.11	C3H6O3	90.0317
cpd:C00577	ec:4.1.2.51	C3H6O3	90.0317
cpd:C00577	ec:4.1.2.13	C3H6O3	90.0317
cpd:C00579	ec:1.8.1.4	C8H17NOS2	207.0752
cpd:C00580	ec:2.1.1.96	C2H6S	62.019
cpd:C00580	ec:2.1.1.19	C2H6S	62.019
cpd:C00580	ec:1.14.13.131	C2H6S	62.019
cpd:C00580	ec:4.4.1.3	C2H6S	62.019
cpd:C00580	ec:1.14.13.245	C2H6S	62.019
cpd:C00580	ec:1.8.2.4	C2H6S	62.019
cpd:C00580	ec:1.8.5.3	C2H6S	62.019
cpd:C00580	ec:2.1.1.334	C2H6S	62.019
cpd:C00581	ec:2.1.1.2	C3H7N3O2	117.0538
cpd:C00581	ec:3.5.3.2	C3H7N3O2	117.0538
cpd:C00581	ec:2.1.4.1	C3H7N3O2	117.0538
cpd:C00581	ec:2.7.3.1	C3H7N3O2	117.0538
cpd:C00582	ec:6.2.1.30	C29H42N7O17P3S	885.1571
cpd:C00582	ec:1.14.13.149	C29H42N7O17P3S	885.1571
cpd:C00582	ec:1.17.5.1	C29H42N7O17P3S	885.1571
cpd:C00582	ec:2.3.1.164	C29H42N7O17P3S	885.1571
cpd:C00582	ec:2.3.1.192	C29H42N7O17P3S	885.1571
cpd:C00582	ec:2.3.1.14	C29H42N7O17P3S	885.1571
cpd:C00583	ec:1.1.1.55	C3H8O2	76.0524
cpd:C00583	ec:1.1.1.77	C3H8O2	76.0524
cpd:C00583	ec:1.1.1.6	C3H8O2	76.0524
cpd:C00583	ec:4.2.1.28	C3H8O2	76.0524
cpd:C00583	ec:1.1.1.21	C3H8O2	76.0524
cpd:C00584	ec:1.1.1.189	C20H32O5	352.225
cpd:C00584	ec:1.1.1.184	C20H32O5	352.225
cpd:C00584	ec:5.3.99.3	C20H32O5	352.225
cpd:C00584	ec:1.1.1.141	C20H32O5	352.225
cpd:C00585	ec:2.8.2.20	C10H10N2O3R2	
cpd:C00585	ec:2.7.10.2	C10H10N2O3R2	
cpd:C00585	ec:2.7.10.1	C10H10N2O3R2	
cpd:C00585	ec:2.7.12.2	C10H10N2O3R2	
cpd:C00585	ec:3.1.3.48	C10H10N2O3R2	
cpd:C00585	ec:2.7.12.1	C10H10N2O3R2	
cpd:C00586	ec:3.1.3.68	C6H12O5	164.0685
cpd:C00586	ec:3.2.1.112	C6H12O5	164.0685
cpd:C00587	ec:1.2.1.7	C7H6O3	138.0317
cpd:C00587	ec:4.1.3.45	C7H6O3	138.0317
cpd:C00587	ec:1.14.13.23	C7H6O3	138.0317
cpd:C00587	ec:1.14.13.24	C7H6O3	138.0317
cpd:C00587	ec:1.2.1.64	C7H6O3	138.0317
cpd:C00587	ec:1.2.1.28	C7H6O3	138.0317
cpd:C00587	ec:6.2.1.37	C7H6O3	138.0317
cpd:C00587	ec:1.14.99.23	C7H6O3	138.0317
cpd:C00587	ec:4.1.1.55	C7H6O3	138.0317
cpd:C00588	ec:2.1.1.103	C5H15NO4P	184.0739
cpd:C00588	ec:3.1.3.75	C5H15NO4P	184.0739
cpd:C00588	ec:2.7.7.15	C5H15NO4P	184.0739
cpd:C00588	ec:2.7.1.32	C5H15NO4P	184.0739
cpd:C00588	ec:3.1.4.3	C5H15NO4P	184.0739
cpd:C00588	ec:3.6.1.53	C5H15NO4P	184.0739
cpd:C00588	ec:3.1.4.12	C5H15NO4P	184.0739
cpd:C00588	ec:3.1.4.38	C5H15NO4P	184.0739
cpd:C00590	ec:2.1.1.68	C10H12O3	180.0786
cpd:C00590	ec:1.11.1.7	C10H12O3	180.0786
cpd:C00590	ec:1.1.1.195	C10H12O3	180.0786
cpd:C00590	ec:1.1.1.194	C10H12O3	180.0786
cpd:C00590	ec:2.4.1.111	C10H12O3	180.0786
cpd:C00590	ec:1.11.1.21	C10H12O3	180.0786
cpd:C00590	ec:3.2.1.126	C10H12O3	180.0786
cpd:C00591	ec:3.1.4.40	C10H16NO9R	
cpd:C00591	ec:2.7.7.43	C10H16NO9R	
cpd:C00591	ec:3.1.3.29	C10H16NO9R	
cpd:C00593	ec:1.4.99.2	C2H4O4S	123.983
cpd:C00593	ec:2.6.1.77	C2H4O4S	123.983
cpd:C00593	ec:1.1.1.313	C2H4O4S	123.983
cpd:C00593	ec:2.3.3.15	C2H4O4S	123.983
cpd:C00593	ec:1.2.1.73	C2H4O4S	123.983
cpd:C00593	ec:4.1.1.79	C2H4O4S	123.983
cpd:C00593	ec:1.2.1.81	C2H4O4S	123.983
cpd:C00593	ec:2.6.1.55	C2H4O4S	123.983
cpd:C00596	ec:4.2.1.80	C5H6O3	114.0317
cpd:C00596	ec:4.5.1.4	C5H6O3	114.0317
cpd:C00596	ec:3.7.1.13	C5H6O3	114.0317
cpd:C00596	ec:3.7.1.14	C5H6O3	114.0317
cpd:C00596	ec:3.7.1.25	C5H6O3	114.0317
cpd:C00596	ec:3.7.1.8	C5H6O3	114.0317
cpd:C00596	ec:3.7.1.9	C5H6O3	114.0317
cpd:C00596	ec:4.1.1.77	C5H6O3	114.0317
cpd:C00599	ec:5.3.3.1	C27H44O	384.3392
cpd:C00599	ec:1.14.15.29	C27H44O	384.3392
cpd:C00599	ec:1.14.15.28	C27H44O	384.3392
cpd:C00599	ec:1.1.3.6	C27H44O	384.3392
cpd:C00599	ec:1.1.1.145	C27H44O	384.3392
cpd:C00599	ec:1.3.1.22	C27H44O	384.3392
cpd:C00599	ec:1.3.1.3	C27H44O	384.3392
cpd:C00601	ec:4.1.1.109	C8H8O	120.0575
cpd:C00601	ec:1.4.3.21	C8H8O	120.0575
cpd:C00601	ec:1.4.3.4	C8H8O	120.0575
cpd:C00601	ec:1.4.9.2	C8H8O	120.0575
cpd:C00601	ec:5.3.99.7	C8H8O	120.0575
cpd:C00601	ec:1.1.1.90	C8H8O	120.0575
cpd:C00601	ec:1.2.1.39	C8H8O	120.0575
cpd:C00601	ec:1.2.1.5	C8H8O	120.0575
cpd:C00601	ec:4.1.1.43	C8H8O	120.0575
cpd:C00602	ec:2.3.1.18	C6H11O6R	
cpd:C00603	ec:4.3.2.3	C3H6N2O4	134.0328
cpd:C00603	ec:3.5.1.116	C3H6N2O4	134.0328
cpd:C00603	ec:3.5.3.4	C3H6N2O4	134.0328
cpd:C00603	ec:3.5.3.26	C3H6N2O4	134.0328
cpd:C00603	ec:1.1.1.350	C3H6N2O4	134.0328
cpd:C00603	ec:1.1.1.154	C3H6N2O4	134.0328
cpd:C00605	ec:1.3.8.8	C24H37N7O17P3SR	
cpd:C00605	ec:2.3.1.22	C24H37N7O17P3SR	
cpd:C00605	ec:2.3.1.51	C24H37N7O17P3SR	
cpd:C00605	ec:2.3.1.15	C24H37N7O17P3SR	
cpd:C00605	ec:1.3.1.8	C24H37N7O17P3SR	
cpd:C00605	ec:2.3.1.20	C24H37N7O17P3SR	
cpd:C00605	ec:1.3.8.7	C24H37N7O17P3SR	
cpd:C00606	ec:1.13.11.20	C3H7NO4S	153.0096
cpd:C00606	ec:4.1.1.15	C3H7NO4S	153.0096
cpd:C00606	ec:2.6.1.1	C3H7NO4S	153.0096
cpd:C00606	ec:4.1.1.29	C3H7NO4S	153.0096
cpd:C00606	ec:4.1.1.12	C3H7NO4S	153.0096
cpd:C00609	ec:1.2.1.80	C3H5OR	
cpd:C00609	ec:1.2.1.48	C3H5OR	
cpd:C00609	ec:1.14.14.3	C3H5OR	
cpd:C00609	ec:1.2.1.50	C3H5OR	
cpd:C00609	ec:4.1.99.5	C3H5OR	
cpd:C00609	ec:1.1.3.20	C3H5OR	
cpd:C00611	ec:2.4.99.1	C14H25NO11	383.1428
cpd:C00611	ec:2.4.1.90	C14H25NO11	383.1428
cpd:C00611	ec:2.4.1.87	C14H25NO11	383.1428
cpd:C00612	ec:3.5.1.48	C9H21N3O	187.1685
cpd:C00612	ec:1.5.3.13	C9H21N3O	187.1685
cpd:C00612	ec:1.5.3.17	C9H21N3O	187.1685
cpd:C00613	ec:2.1.1.319	C7H13N5O2R2	
cpd:C00613	ec:2.1.1.322	C7H13N5O2R2	
cpd:C00613	ec:2.1.1.321	C7H13N5O2R2	
cpd:C00613	ec:2.7.14.1	C7H13N5O2R2	
cpd:C00613	ec:3.5.1.124	C7H13N5O2R2	
cpd:C00613	ec:3.9.1.2	C7H13N5O2R2	
cpd:C00613	ec:3.2.2.19	C7H13N5O2R2	
cpd:C00613	ec:2.4.2.31	C7H13N5O2R2	
cpd:C00613	ec:3.5.3.15	C7H13N5O2R2	
cpd:C00613	ec:2.1.1.320	C7H13N5O2R2	
cpd:C00614	ec:2.1.1.80	C6H8N2O4R2	
cpd:C00614	ec:3.5.1.44	C6H8N2O4R2	
cpd:C00614	ec:3.1.1.61	C6H8N2O4R2	
cpd:C00615	ec:2.7.1.199	C7H8N4O2R2	
cpd:C00615	ec:2.7.1.200	C7H8N4O2R2	
cpd:C00615	ec:2.7.1.201	C7H8N4O2R2	
cpd:C00615	ec:2.7.1.202	C7H8N4O2R2	
cpd:C00615	ec:2.7.1.203	C7H8N4O2R2	
cpd:C00615	ec:2.7.1.205	C7H8N4O2R2	
cpd:C00615	ec:2.7.1.206	C7H8N4O2R2	
cpd:C00615	ec:2.7.3.9	C7H8N4O2R2	
cpd:C00615	ec:2.7.13.1	C7H8N4O2R2	
cpd:C00615	ec:2.7.13.2	C7H8N4O2R2	
cpd:C00615	ec:2.7.1.198	C7H8N4O2R2	
cpd:C00615	ec:2.7.1.197	C7H8N4O2R2	
cpd:C00615	ec:2.7.1.196	C7H8N4O2R2	
cpd:C00615	ec:2.7.1.195	C7H8N4O2R2	
cpd:C00615	ec:2.7.1.194	C7H8N4O2R2	
cpd:C00615	ec:2.7.1.193	C7H8N4O2R2	
cpd:C00615	ec:2.7.1.192	C7H8N4O2R2	
cpd:C00615	ec:2.7.1.191	C7H8N4O2R2	
cpd:C00615	ec:2.7.1.211	C7H8N4O2R2	
cpd:C00615	ec:2.7.1.208	C7H8N4O2R2	
cpd:C00615	ec:2.7.1.207	C7H8N4O2R2	
cpd:C00615	ec:5.4.2.11	C7H8N4O2R2	
cpd:C00615	ec:3.9.1.3	C7H8N4O2R2	
cpd:C00615	ec:2.7.1.204	C7H8N4O2R2	
cpd:C00615	ec:2.1.1.85	C7H8N4O2R2	
cpd:C00616	ec:2.8.2.25	C15H10O10S	381.9995
cpd:C00616	ec:2.8.2.26	C15H10O10S	381.9995
cpd:C00616	ec:2.8.2.27	C15H10O10S	381.9995
cpd:C00617	ec:2.4.1.43	C15H22N2O18P2	580.0343
cpd:C00617	ec:5.1.3.6	C15H22N2O18P2	580.0343
cpd:C00617	ec:4.1.1.67	C15H22N2O18P2	580.0343
cpd:C00618	ec:4.1.1.34	C6H10O7	194.0427
cpd:C00618	ec:1.1.1.45	C6H10O7	194.0427
cpd:C00618	ec:1.1.1.130	C6H10O7	194.0427
cpd:C00618	ec:2.7.1.53	C6H10O7	194.0427
cpd:C00619	ec:1.3.99.6	C19H28O	272.214
cpd:C00619	ec:1.3.99.5	C19H28O	272.214
cpd:C00619	ec:5.3.3.1	C19H28O	272.214
cpd:C00620	ec:2.4.2.16	C5H11O8P	230.0192
cpd:C00620	ec:2.4.2.15	C5H11O8P	230.0192
cpd:C00620	ec:2.4.2.1	C5H11O8P	230.0192
cpd:C00620	ec:5.4.2.2	C5H11O8P	230.0192
cpd:C00620	ec:3.6.1.21	C5H11O8P	230.0192
cpd:C00620	ec:2.4.2.3	C5H11O8P	230.0192
cpd:C00620	ec:2.7.1.212	C5H11O8P	230.0192
cpd:C00620	ec:2.4.2.2	C5H11O8P	230.0192
cpd:C00620	ec:5.4.2.7	C5H11O8P	230.0192
cpd:C00621	ec:2.7.4.20	C20H38O7P2(C5H8)n	
cpd:C00621	ec:3.6.1.43	C20H38O7P2(C5H8)n	
cpd:C00621	ec:2.4.99.18	C20H38O7P2(C5H8)n	
cpd:C00623	ec:2.5.1.41	C3H9O6P	172.0137
cpd:C00623	ec:1.1.1.261	C3H9O6P	172.0137
cpd:C00623	ec:3.1.3.21	C3H9O6P	172.0137
cpd:C00623	ec:2.7.1.79	C3H9O6P	172.0137
cpd:C00624	ec:2.7.2.8	C7H11NO5	189.0637
cpd:C00624	ec:2.3.1.35	C7H11NO5	189.0637
cpd:C00624	ec:2.3.1.1	C7H11NO5	189.0637
cpd:C00625	ec:1.1.1.233	C7H12NO6R	
cpd:C00625	ec:5.1.3.8	C7H12NO6R	
cpd:C00625	ec:2.7.1.60	C7H12NO6R	
cpd:C00627	ec:3.1.3.74	C8H12NO6P	249.0402
cpd:C00627	ec:1.4.3.5	C8H12NO6P	249.0402
cpd:C00627	ec:2.7.1.35	C8H12NO6P	249.0402
cpd:C00627	ec:2.6.99.2	C8H12NO6P	249.0402
cpd:C00628	ec:4.1.1.62	C7H6O4	154.0266
cpd:C00628	ec:1.13.11.4	C7H6O4	154.0266
cpd:C00628	ec:1.14.13.172	C7H6O4	154.0266
cpd:C00628	ec:1.2.1.29	C7H6O4	154.0266
cpd:C00628	ec:1.14.13.24	C7H6O4	154.0266
cpd:C00628	ec:1.2.3.1	C7H6O4	154.0266
cpd:C00630	ec:1.2.7.7	C25H42N7O17P3S	837.1571
cpd:C00630	ec:5.4.99.13	C25H42N7O17P3S	837.1571
cpd:C00630	ec:1.3.8.1	C25H42N7O17P3S	837.1571
cpd:C00630	ec:1.3.99.12	C25H42N7O17P3S	837.1571
cpd:C00630	ec:2.3.1.156	C25H42N7O17P3S	837.1571
cpd:C00630	ec:1.3.8.7	C25H42N7O17P3S	837.1571
cpd:C00630	ec:1.2.1.25	C25H42N7O17P3S	837.1571
cpd:C00630	ec:2.3.1.168	C25H42N7O17P3S	837.1571
cpd:C00631	ec:2.7.1.165	C3H7O7P	185.9929
cpd:C00631	ec:5.4.2.12	C3H7O7P	185.9929
cpd:C00631	ec:3.1.3.80	C3H7O7P	185.9929
cpd:C00631	ec:3.1.3.20	C3H7O7P	185.9929
cpd:C00631	ec:5.4.2.11	C3H7O7P	185.9929
cpd:C00631	ec:4.2.1.11	C3H7O7P	185.9929
cpd:C00632	ec:1.10.3.5	C7H7NO3	153.0426
cpd:C00632	ec:1.11.1.6	C7H7NO3	153.0426
cpd:C00632	ec:1.13.11.6	C7H7NO3	153.0426
cpd:C00632	ec:2.1.1.97	C7H7NO3	153.0426
cpd:C00632	ec:3.7.1.3	C7H7NO3	153.0426
cpd:C00632	ec:1.11.1.21	C7H7NO3	153.0426
cpd:C00632	ec:1.14.14.8	C7H7NO3	153.0426
cpd:C00632	ec:1.14.16.3	C7H7NO3	153.0426
cpd:C00633	ec:1.1.3.19	C7H6O2	122.0368
cpd:C00633	ec:1.2.1.7	C7H6O2	122.0368
cpd:C00633	ec:1.2.1.28	C7H6O2	122.0368
cpd:C00633	ec:1.17.9.1	C7H6O2	122.0368
cpd:C00633	ec:1.2.1.96	C7H6O2	122.0368
cpd:C00633	ec:1.2.1.64	C7H6O2	122.0368
cpd:C00633	ec:4.1.2.11	C7H6O2	122.0368
cpd:C00633	ec:4.1.1.7	C7H6O2	122.0368
cpd:C00634	ec:4.2.2.5	(C14H21NO14S)n	
cpd:C00634	ec:2.8.2.5	(C14H21NO14S)n	
cpd:C00634	ec:2.8.2.33	(C14H21NO14S)n	
cpd:C00634	ec:4.2.2.21	(C14H21NO14S)n	
cpd:C00634	ec:4.2.2.20	(C14H21NO14S)n	
cpd:C00635	ec:4.2.2.21	(C14H21NO14S)n	
cpd:C00635	ec:4.2.2.20	(C14H21NO14S)n	
cpd:C00635	ec:2.8.2.17	(C14H21NO14S)n	
cpd:C00635	ec:4.2.2.5	(C14H21NO14S)n	
cpd:C00636	ec:3.6.1.21	C6H13O9P	260.0297
cpd:C00636	ec:2.7.7.13	C6H13O9P	260.0297
cpd:C00636	ec:5.4.2.8	C6H13O9P	260.0297
cpd:C00636	ec:2.4.1.339	C6H13O9P	260.0297
cpd:C00636	ec:2.4.1.340	C6H13O9P	260.0297
cpd:C00636	ec:2.4.1.319	C6H13O9P	260.0297
cpd:C00636	ec:2.4.1.320	C6H13O9P	260.0297
cpd:C00636	ec:2.4.1.281	C6H13O9P	260.0297
cpd:C00636	ec:2.7.7.22	C6H13O9P	260.0297
cpd:C00637	ec:1.2.3.7	C10H9NO	159.0684
cpd:C00637	ec:1.2.1.3	C10H9NO	159.0684
cpd:C00637	ec:1.1.1.191	C10H9NO	159.0684
cpd:C00637	ec:4.1.1.74	C10H9NO	159.0684
cpd:C00637	ec:1.4.3.22	C10H9NO	159.0684
cpd:C00637	ec:1.4.3.4	C10H9NO	159.0684
cpd:C00637	ec:1.1.1.190	C10H9NO	159.0684
cpd:C00637	ec:4.1.1.43	C10H9NO	159.0684
cpd:C00638	ec:2.3.1.85	C3H5O2R	
cpd:C00638	ec:3.1.2.2	C3H5O2R	
cpd:C00638	ec:3.1.1.67	C3H5O2R	
cpd:C00638	ec:3.1.2.14	C3H5O2R	
cpd:C00638	ec:3.1.2.21	C3H5O2R	
cpd:C00638	ec:6.2.1.3	C3H5O2R	
cpd:C00638	ec:6.2.1.20	C3H5O2R	
cpd:C00638	ec:6.2.1.19	C3H5O2R	
cpd:C00638	ec:4.1.1.106	C3H5O2R	
cpd:C00638	ec:1.14.14.80	C3H5O2R	
cpd:C00638	ec:1.14.14.3	C3H5O2R	
cpd:C00639	ec:1.1.1.188	C20H34O5	354.2406
cpd:C00639	ec:1.1.1.189	C20H34O5	354.2406
cpd:C00639	ec:1.11.1.20	C20H34O5	354.2406
cpd:C00639	ec:1.1.1.141	C20H34O5	354.2406
cpd:C00639	ec:1.1.1.196	C20H34O5	354.2406
cpd:C00639	ec:1.1.1.184	C20H34O5	354.2406
cpd:C00640	ec:1.1.1.211	C24H39N7O18P3SR	
cpd:C00640	ec:4.2.1.74	C24H39N7O18P3SR	
cpd:C00640	ec:1.1.1.35	C24H39N7O18P3SR	
cpd:C00640	ec:4.2.1.17	C24H39N7O18P3SR	
cpd:C00641	ec:2.7.8.42	C5H6O5R2	
cpd:C00641	ec:2.7.8.1	C5H6O5R2	
cpd:C00641	ec:2.7.8.2	C5H6O5R2	
cpd:C00641	ec:2.7.8.20	C5H6O5R2	
cpd:C00641	ec:2.7.8.27	C5H6O5R2	
cpd:C00641	ec:3.1.1.3	C5H6O5R2	
cpd:C00641	ec:3.1.3.81	C5H6O5R2	
cpd:C00641	ec:3.1.3.4	C5H6O5R2	
cpd:C00641	ec:3.2.1.199	C5H6O5R2	
cpd:C00641	ec:2.7.1.107	C5H6O5R2	
cpd:C00641	ec:2.7.1.174	C5H6O5R2	
cpd:C00641	ec:4.6.1.14	C5H6O5R2	
cpd:C00641	ec:4.6.1.13	C5H6O5R2	
cpd:C00641	ec:3.1.4.11	C5H6O5R2	
cpd:C00641	ec:2.4.1.315	C5H6O5R2	
cpd:C00641	ec:2.4.1.337	C5H6O5R2	
cpd:C00641	ec:2.4.1.336	C5H6O5R2	
cpd:C00641	ec:2.4.1.46	C5H6O5R2	
cpd:C00641	ec:2.4.1.184	C5H6O5R2	
cpd:C00641	ec:2.3.1.20	C5H6O5R2	
cpd:C00641	ec:3.1.4.3	C5H6O5R2	
cpd:C00641	ec:2.3.1.158	C5H6O5R2	
