Control_1	Control_2	Control_3	Control_4	Du_1	Du_2	Du_3	Du_4
D9R2V7	NA	18.794650660889	17.4165831390146	19.5214279132602	19.3664075984994	19.3875125229489	21.6236386204778	21.391105107422
D9R2V8	NA	NA	NA	NA	16.792332771953	17.3899505734802	18.364314228168	17.68749870972
D9R2V9	17.2681033356109	18.1946991516215	NA	19.6447012713419	21.0549699052961	21.9925151947719	21.7514819492704	21.7990301829813
D9R2W0	NA	NA	NA	19.3447943492349	21.6288975931179	20.7498465185666	22.5425756556886	21.7400359985014
D9R2W3	20.9619752797502	NA	NA	20.7828478777099	21.4630872742999	22.1485200272207	22.1321043099291	22.1818025501509
D9R2W5	17.3076811056392	17.5347284293168	15.1782368958911	19.3935789943714	19.186912183672	19.480320826098	19.5434019347701	19.458698974164
D9R2W9	22.1641065383327	22.3021234687496	NA	22.7067877139619	22.8195226856581	23.0261762457672	23.4689888942025	NA
D9R2X0	NA	18.493065790344	17.9335293015839	18.8133428058128	21.5057185298339	20.9492767288892	22.6899357131893	22.735456861662
D9R2X1	NA	19.4521567653827	17.4026623620691	20.5818735982442	22.9238838211854	23.4749407171659	24.718164931215	23.6361085872267
D9R2Y9	NA	NA	NA	NA	17.5040120243981	15.8688948805877	18.4987635221593	18.5267284627222
D9R2Z8	17.2895146221834	17.7199368938763	17.1369110313142	18.1675651521027	18.9659533405818	18.7063746012285	19.7080937207461	19.0886122794698
D9R308	NA	NA	17.1445985010207	18.2828350486531	20.277532599667	20.5680191860032	22.0138624052756	22.0536780136629
D9R309	15.8520905481145	15.8879107578575	13.0757966679016	15.4879970037653	NA	15.8388592168861	17.157386413124	NA
D9R328	15.3929211029776	15.7527987584355	NA	NA	NA	17.5273395476218	17.4978674261546	16.715988793942
D9R335	NA	NA	NA	15.9685318041854	17.1804919578597	NA	18.8805580698621	16.8464698099232
D9R340	NA	NA	NA	NA	16.5123546803929	19.3342907461698	19.109652142364	19.7618076651099
D9R341	20.428082050201	20.9634577546615	20.3642073420749	21.2474825347609	22.0010988944865	22.6433938263266	23.6139171303147	23.3823179448617
D9R358	NA	NA	NA	NA	NA	17.2545119641767	18.5074617340962	17.2782134909127
D9R360	NA	16.1584519045384	NA	17.3775494696691	19.3924893296701	20.224350318552	20.9723908794315	20.4209059782136
D9R382	17.9795256767208	19.1258069451517	18.1200960960986	19.6440851149158	19.8054447489024	20.4426317268066	21.8410728828848	21.1747501709686
D9R395	19.732859690617	20.4330841466327	19.7554483368495	20.4944337369803	22.6666141019619	23.2446837888862	23.9975716261636	23.8773635260642
D9R3C0	NA	18.0918692205472	NA	18.3063465536885	21.3854811729681	22.7613369626077	22.3805223654736	22.598347880637
D9R3C2	NA	NA	NA	NA	17.8959893824465	16.9703980319487	17.5012929623708	NA
D9R3C5	NA	NA	NA	NA	13.5121231614202	17.6463899508647	18.9055104054522	17.8207149860166
D9R3C7	NA	NA	NA	15.6811560387441	17.4108819227053	19.4306567229967	20.6614475814501	NA
D9R3E1	NA	14.6866099507519	NA	NA	16.1126227643291	19.8676919927588	20.1091674986519	16.8448773635266
D9R3F8	NA	NA	NA	16.4395874281275	19.7280500392932	17.2801182785811	19.8072857342351	19.9344510778573
D9R3G2	22.5698973180467	22.7153185523314	21.9401988744676	23.0924081036944	23.7293079013517	23.9247900366931	24.7801664736137	24.4334535116167
D9R3G4	17.3215758314157	17.9442087501029	17.3480192174132	17.579242268673	16.4547651636466	NA	18.5316099097592	18.3599039500748
D9R3G7	16.3935915626239	16.9232346210092	NA	17.0023975087192	18.3755570601282	19.7865695622584	20.420083578282	19.4718537939994
D9R3H5	15.6561175651123	15.988795618088	NA	17.1056425608023	15.6824460095693	NA	16.8400894506443	NA
D9R3H8	17.8048620676897	18.8542231354073	17.235285033961	18.5917852895422	NA	20.2114558241653	20.2890642725494	20.0157689309988
D9R3H9	18.6689957520532	18.3944375731694	18.1797147483913	18.5544239731007	18.8382744881479	19.5569886983978	20.493065790344	20.3703936824998
D9R3I0	19.3913359033802	19.5774730854263	19.4285319274693	20.6843171607313	20.3150655134795	20.7317333485492	21.6121629842055	20.8805431236039
D9R3I8	NA	NA	NA	NA	17.325709504919	NA	19.1572136899431	18.4239858094
D9R3N0	19.8382744881479	20.5200853360181	20.2475984278438	20.8099407947076	20.6443844237615	21.4867466569275	21.6066166650387	21.6255126563
D9R3N2	24.0044461167021	24.3522530720197	24.1731037111199	24.8671226078416	25.2401260351722	25.3750757668865	25.8901560830099	25.4745075590299
D9R3N7	18.2767151057606	17.7695279531673	18.2829255196054	18.8931178163746	18.1899307036097	18.4853026012102	20.0784844174114	18.8407349036597
D9R3P3	17.4418418803396	17.9903145188412	NA	18.7132723901521	19.7027442432898	19.7413616455927	20.7956655489545	20.3073031079073
D9R3R2	20.8018346397202	21.4798572177094	20.8759023033453	22.6712870828166	23.4508588483607	23.5491021527996	24.5212721424803	23.8258042878256
D9R3R3	16.6545241526766	17.8494051009478	NA	17.936925437268	21.975507949495	21.0665780106753	22.0353011838477	22.164689687244
D9R3R6	16.1710594878868	18.2999234635003	18.5613774544066	18.2815225818953	20.1192096475049	20.8905967882679	21.6296092005266	21.8767642291048
D9R3R7	18.6821236249794	19.3865866662939	18.5420418639261	NA	21.1197795698372	19.9038641978386	22.4026779737651	20.3895305137769
D9R3S0	NA	15.9614044738098	15.8968526945718	17.6939769201601	19.6486560058704	19.8994011803137	20.2043084474416	19.9109061856209
D9R3S2	20.8867325569411	20.9633871951505	21.0655923163323	21.208958268135	21.3773482340751	21.635688011919	22.2094045775093	22.3299463046428
D9R3T4	21.0395241994116	19.9354585967575	18.9032169591373	20.8458269181478	22.1602641445902	22.1357092861044	22.5014484754723	NA
D9R3T5	20.9082254804639	21.0780282910651	20.5661618377699	21.6577458488789	23.1924824591813	23.5084534516729	23.7488848377844	23.2938981794957
D9R3T6	20.4410110624044	20.5510285342448	20.4910114353023	21.4788703209025	21.793960446392	22.2028149432596	23.2492633629224	21.9592534462613
D9R3T7	22.8748335500251	23.0830377668273	23.2820658164083	23.9844191542017	24.5439210680768	24.6008788555266	24.9976146936156	24.6111612650242
D9R3T8	19.000418201188	NA	17.9858197059543	20.905290040129	20.8479687775627	18.4686956286473	18.2621499146205	NA
D9R3V2	17.2321960506982	17.2168405698343	NA	18.1970534743928	19.114082902291	20.137336409474	20.37877745748	20.2532658145365
D9R3W3	19.0681537221718	19.2309070197668	18.9037171236292	18.64177659089	21.5747320992276	21.9318931391956	22.3995522678661	21.6775372839884
D9R3W7	NA	13.7426252279296	13.9081111101466	NA	15.8622741199445	16.2955716550536	17.0930048351502	17.6473038276418
D9R3X4	NA	NA	NA	NA	17.9847633363375	17.8742369539277	18.8913683940515	18.816814922436
D9R3X7	NA	NA	NA	NA	17.8892900529939	20.2430716847924	19.0307694987938	NA
D9R3Y3	19.1042608894683	19.4531821993423	18.9529345822992	19.665547580954	22.3651423269968	22.9967961920998	22.6896371774993	22.5765784537153
D9R3Z4	NA	NA	NA	NA	19.9778500725361	18.0522390088534	20.8043579373304	18.699375891133
D9R407	19.8690636267182	19.8905077302697	18.3446860070745	20.1113343776823	21.5245876249164	21.6490859787585	22.1529507505067	21.4343065106464
D9R417	NA	NA	NA	NA	17.0567435427341	NA	18.9464094402916	18.4195899132029
D9R423	20.8408424510929	21.6471984098608	21.3880593409076	22.2435366203559	22.9766794863013	22.9361957986291	23.2497263076964	22.9283007737048
D9R438	NA	NA	NA	NA	13.6423902080539	16.0271068690894	17.3079478679514	NA
D9R443	NA	NA	NA	NA	NA	19.6451940070832	21.5305530286329	20.3908952608702
D9R446	21.1664990171034	21.5736693744389	21.051389521446	22.2974010585072	24.0738186123236	25.3222018652901	25.0758189255147	24.667578061282
D9R447	20.3022908444723	21.1899065804932	20.1464394033281	21.7067034148476	21.2208128544808	21.2851177050462	22.0284713278462	21.8813649379474
D9R448	NA	NA	NA	16.9111110619267	16.4716593395793	17.0371393796592	17.8950426932991	16.9690491934796
D9R451	NA	NA	NA	15.5433943823617	17.7986742988268	17.5876163876359	18.6977481411081	18.3246991680903
D9R452	NA	16.6027568499878	16.9984361744119	18.0137806407007	21.5902142236618	21.4048359652538	21.8851690632591	21.6795574141221
D9R459	20.2669374844278	21.0380508997942	20.9040406671009	21.6126579593503	23.6371041978454	22.7033907777052	23.7389234913818	23.2297136398811
D9R461	16.9752210402702	17.6003775531078	NA	18.9606750960511	19.3670051468223	19.8544666590676	20.3966549482102	21.6952775760271
D9R462	17.0241007802529	17.2783950076519	NA	NA	17.8676769126118	17.5379160360487	NA	18.1356591916569
D9R464	21.2277028943042	21.7238825492574	21.4560836437168	22.1878244425269	22.4459938583331	22.5099759830778	23.2023815376906	22.819054847781
D9R466	14.595898485012	NA	NA	15.7925107145521	19.6252094060878	19.1284525440015	20.9045552458578	19.8583422795058
D9R467	17.1629026647092	14.967496468615	NA	NA	17.9254385374802	18.4061966995327	17.6372899690875	16.7317167781325
D9R469	20.056690629894	19.2984474690032	19.3685831913092	20.5191255867538	21.843720206487	22.3491915846405	22.8928585020859	22.3835577022569
D9R474	NA	16.8601170269398	17.6794113719233	17.5418528637502	NA	NA	NA	17.8677975493742
D9R475	17.3050107660795	19.2121211095267	17.6813345077065	19.3605041976562	19.3307506029701	20.9651501484712	21.0593338974727	21.067563032021
D9R476	23.2691369545884	23.5482791329096	22.9968306646877	23.8939325008311	24.1854066017332	24.6380991218623	24.7957547139785	24.7843664621429
D9R482	NA	NA	NA	NA	18.3706703809439	17.8700275118658	21.4429860045894	20.3655962439878
D9R4A3	NA	NA	NA	NA	16.8267470825202	17.0962004026221	16.9935797256519	16.1431440205812
D9R4C1	16.9968927132703	16.9829267487098	NA	17.6225666488811	NA	NA	18.1872747397041	NA
D9R4D0	NA	15.6271063474884	NA	15.3747678140928	18.2303676287589	17.9400841426658	18.7577611055608	NA
D9R4D1	17.9486067786549	18.6338892229289	18.7736865541201	18.675316176619	21.2593134102453	22.0912623327082	22.1613102893083	21.8025447633566
D9R4D8	22.2770217202626	22.5925199975843	22.0762675944783	22.934217088879	22.7464265708792	23.2788090072576	23.4076909892043	23.8695720057829
D9R4F0	17.4680193995189	17.6582254320099	NA	16.9540145077225	21.275090097095	21.2901336234781	22.3414210940247	20.8219763485989
D9R4F3	17.729992414802	18.5544989202444	17.8780149790557	19.0289366491726	21.7547880290648	21.2227005813329	22.5858666167971	22.2962810623008
D9R4F6	21.8447547948132	21.9956236337346	22.1226258092505	22.3121872075016	23.6838889977838	24.1137046547174	24.1897859588602	24.1758467679023
D9R4G3	14.9001120629775	15.6235671804797	15.5054084062211	16.0279923622223	16.0305809305739	16.4047756893234	16.7234743033961	16.5031114172031
D9R4H6	20.8599199405597	21.1024550470039	21.0415976621235	20.8933400486732	22.6379001919416	22.797032140783	23.2915113543983	22.6787625940614
D9R4I3	NA	NA	NA	16.7845581696764	16.3498340914572	18.0038802093466	18.7297933171122	18.1948434042962
D9R4J1	NA	NA	16.7953801838396	19.0512301868564	18.7908702694173	20.9793861173455	21.4448571718489	22.3502712644162
D9R4J2	15.3244266953071	NA	NA	NA	19.5418150607436	21.3320518503335	20.2371305849447	21.0511903504592
D9R4J3	NA	NA	NA	NA	16.5239141335373	18.1578304635154	18.7088683402117	17.7573379180507
D9R4J4	18.9075948646198	19.6625084442194	18.9614666517534	20.3029601532484	19.1708688391718	20.6654434878992	20.5667192933568	20.9429926441331
D9R4J9	NA	19.3007949328027	16.4919000582945	19.3872179966406	17.2601293330004	17.7915699121269	19.8232521612195	19.3390627275624
D9R4K0	NA	18.4035363569857	NA	NA	19.55429280623	19.2691769139333	21.3910001879615	20.6909801018888
D9R4K1	18.1858723511316	18.9288537499167	18.3941444573664	20.1620175455317	22.2312235249387	23.3617200053854	24.4149329300375	23.9888455343974
D9R4L8	NA	NA	NA	16.1190626976866	19.0796045728763	19.3660233295566	21.5882937393454	20.7248402238223
D9R4M0	NA	NA	NA	NA	18.2652670759368	19.7347790704776	18.1651621718914	19.3623034434195
D9R4M3	13.8200792151174	15.6533489321512	15.3016033642667	16.6455458581789	13.7579108191051	15.3291306056371	15.2014347662979	16.4816733164473
D9R4M4	15.769553779915	16.2649007004562	NA	16.6927517013681	15.7224340040731	16.6394820315735	16.5404156526848	NA
D9R4M5	NA	NA	NA	NA	NA	18.8347919862781	20.2248213257521	19.8905819456499
D9R4N8	NA	NA	NA	NA	21.3730520489068	20.6338714897081	22.9265645695625	21.8744395991374
D9R4N9	14.7427304765192	NA	NA	NA	18.2711620702896	18.222417579722	18.955207169767	18.4337158306884
D9R4P5	19.0237218715072	20.0036057500971	19.2116459370043	20.1742625268738	19.7798700126878	20.1563497637198	20.7601189158963	19.8917688728065
D9R4Q6	17.05695517469	16.2122493792795	17.1876613657391	17.5548735975717	20.2103859723989	19.1948434042962	20.2871487167015	19.7265873821834
D9R4Q7	22.0637834590575	22.4640600879368	21.8288477244473	22.8750023531944	24.1556088435421	24.7926306545462	24.9470393769636	24.7020276461173
D9R4Q8	20.070514067248	19.9939666331227	19.783775203499	20.5409453180875	22.2328342805083	23.0371460841153	23.3743793974602	23.3972818889201
D9R4Q9	17.7993701680583	18.8814844355902	17.7832796380074	18.8399357287828	20.5147024979866	21.3896880504987	21.8231821763634	21.7137254794483
D9R4R1	16.8954569462414	16.7289302428116	16.5079184926296	17.8725546506742	20.5590820261119	21.4088314186733	21.6675239233364	21.7425462864483
D9R4R2	19.4841030346333	19.2933144741711	18.9512562524261	19.2016788451478	21.0230991624448	20.6185396464934	21.9380820387485	21.4455645486912
D9R4R5	16.6279897843157	16.6379267175159	16.8129042871579	16.5368694562359	19.5752770195623	19.9235248024453	20.3830038997612	19.9141515162468
D9R4S2	NA	NA	NA	NA	17.9838731615897	NA	19.2185443169642	19.7283656457051
D9R4S9	20.1935205479163	20.7726560806201	20.5113279967367	20.9877358756246	22.5850413812739	22.4307383834394	23.4359347199364	22.9643394574996
D9R4T7	16.0826064655279	18.4576774552974	NA	18.5822963714113	19.3391062346505	20.996865136452	21.6972306066927	21.3790419731737
D9R4U8	21.8855414773763	22.4946046391456	22.0317388890812	23.1791315663955	22.5128233925495	24.517252237289	24.7808172720886	24.653815987076
D9R4V7	22.1175302342497	22.150225762283	21.7027780561906	22.3096362181042	22.9477439376706	23.3152037490031	23.3908690279049	23.3104962945971
D9R4V8	20.576901322949	21.2311649181083	20.3180484579204	20.05695517469	19.9432073255711	21.3282760907082	20.9035994534655	21.1369610823139
D9R4W6	NA	NA	NA	NA	16.871592453029	16.5293390406483	17.9027754934801	17.1777698909373
D9R4W8	NA	NA	NA	17.1688875348987	17.1728962458698	19.2859530226423	19.2606347437749	17.8328776554989
D9R4X9	18.1166485521899	19.0548109656638	18.323864008011	19.6996639472246	21.4814841229461	21.8060901479243	22.6017744148687	22.5876987852383
D9R4Y1	16.1610925075823	NA	NA	17.1476819277705	18.9292295082065	18.2146606274992	19.4939648728095	18.5528866980108
D9R4Z2	NA	NA	NA	NA	17.6108662443431	NA	17.7942381585926	16.5973251520036
D9R4Z4	NA	17.2570010389564	15.7096492743727	NA	18.0012432426948	17.0486784372795	18.1691812332082	17.1258573828618
D9R4Z5	19.1704287844213	19.5926249253392	19.1356591916569	20.0252639495577	20.7517271040543	NA	21.9668757551359	21.5131126450482
D9R537	NA	16.6343856646339	16.0882913573478	17.2285368865999	NA	NA	NA	NA
D9R538	15.1224235953542	16.3677901198363	15.7837144659149	16.9868197641735	NA	16.0778796930574	16.3961866547578	15.1954491080739
D9R545	NA	NA	NA	NA	18.2490115743385	19.2027073512678	19.5780261882845	19.3242816484838
D9R551	15.410517601592	17.4508085179855	16.3153972564866	18.1083508884255	21.6833750344578	21.7893107537842	22.475658235873	22.2492199542325
D9R552	18.0336488351541	19.8721788685934	18.4306975537958	20.2695650328392	21.9655377092635	22.7386967643463	23.3571621469772	22.5948904151081
D9R577	NA	NA	NA	NA	17.9101742469322	17.1299872859562	19.6754540192123	17.2277851403231
D9R585	16.8668925276766	16.9276390922982	NA	17.085970312194	16.992252397452	17.0561084605341	20.4515129835072	NA
D9R589	16.379361443466	16.7026597075704	16.5228573430804	17.2159879411614	20.0512567438434	20.1350829804549	21.1462529323288	20.6869689385534
D9R596	20.0295838031931	21.0087431924638	19.3457690627241	20.8730505331932	22.4940674498682	23.3780894896174	23.3734503817171	23.3251220581853
D9R598	20.3803638246532	20.5099759830778	20.0442019863094	20.8590099620543	20.1305655355643	21.3114667328489	21.232570825357	21.4575872865443
D9R5E1	18.0597563712239	18.096509275781	17.9710158283747	18.1003132841501	17.7135073431053	16.5105014874802	17.7429409506666	17.33716889822
D9R5F3	19.550277081638	19.865035456429	18.4839259649348	20.3746447206868	20.4199807453199	22.004737558125	22.1465947774186	23.0520034589515
D9R5I5	19.4903455880923	20.2412104427463	19.4319423383804	20.3377786778557	16.9235828317292	18.8413186362353	18.0899055964913	19.5629429678458
D9R5K4	NA	NA	NA	14.9125619240388	18.1103405666444	17.8680990971547	20.133453312164	18.8837231856762
D9R5N3	19.2309539138036	19.2823373569777	18.8862860173324	20.4741733195849	21.3829511455774	22.08284291775	21.7527073068149	21.4185917824533
D9R5P1	17.3307943614451	18.1614763719179	17.4150154853316	17.8596924997372	21.8165571469754	22.6518908182646	22.6890399207281	22.6422482882047
D9R5R7	NA	NA	NA	16.8767567363172	17.1245454289725	18.3095918131413	17.318136747449	18.9667701650427
D9R5T6	NA	NA	NA	18.9445519356989	19.4555519816703	19.4942774658536	20.9674035897117	20.6777093201251
D9R5T7	NA	NA	NA	NA	19.9638105004617	19.6409827332793	20.494726699727	19.943779653275
D9R5T8	19.3442742326472	NA	19.6310668993217	18.2729850938029	23.1290408450481	24.357229278735	23.5535618009903	24.5370036391004
D9R5U2	18.1653094082073	18.8548014369958	18.2806167362366	19.0101510799921	21.4757571759711	21.6626648989387	22.9188166619153	22.332980594688
D9R5U4	18.1207542483579	18.2731672695194	17.6674719489974	19.4668451903175	19.6317241595422	21.7040032391035	21.0796566519695	21.387796473527
D9R5U6	19.3505680347554	18.8703586987081	19.4138799357356	20.030796435099	22.0852766417848	23.0494298115265	22.6072038700917	22.9649739500512
D9R5U7	19.2408146192777	19.8839170471934	19.7478323929206	20.9786182993702	23.3288239149186	23.2249243380822	24.0322939755865	24.105495501324
D9R5U8	20.3873231915104	20.9876664936042	20.287825085697	21.047534000911	21.7504191302196	22.2522265336361	22.9368607551533	23.0169762285983
D9R5W2	NA	NA	NA	NA	17.6574580224582	18.1876613657391	19.4418823958076	NA
D9R5X1	21.9042244662986	21.8554403428543	22.0081276644558	22.3839267858524	22.3204193623832	22.8443717004534	22.9783040741988	22.8493631011477
D9R5X2	20.8599199405597	21.4474323767427	20.5951409047417	21.5780538378619	21.3729458082469	21.0171971737016	21.6962119640397	21.2539005622799
D9R5X3	17.6499718453164	18.0510177133595	18.1671240883437	18.9255254651481	21.5701521845558	20.8688376229517	22.7338238363312	20.943421975068
D9R5Y3	23.0747987041011	23.5898943204251	22.9340910790929	24.1295125709512	24.1156107756102	25.2178952964147	25.0389216677725	25.1992916209516
D9R5Y4	NA	NA	17.3327184215569	18.3180484579204	19.6288620035321	19.3658952171607	20.5630919758031	19.9554626119799
D9R5Y5	15.4566431819224	NA	NA	16.7462256272844	17.5254290472488	18.7268700565312	17.6545241526766	NA
D9R5Y7	17.3955676051706	17.8138438068305	16.2166321960205	18.3431683619101	16.633818288738	17.6015386759398	18.4589192069676	18.0028919115938
D9R603	19.1116654959545	17.2796649857628	17.3559532408623	22.1779766565706	21.1758467679023	20.3609970714114	22.3137101039407	21.2922137717844
D9R616	18.5287135430027	19.109193010275	18.3328058178944	19.8470053343136	20.1165470290175	20.4322686615317	20.7922533262061	20.49843242108
D9R617	20.9927917718235	19.0421189031984	18.8993569229231	24.1515114832783	23.7751504924782	20.7481273187116	22.4719430755145	22.3797294870902
D9R618	17.7713991950687	16.1639444424574	NA	20.7881161071283	20.4726868733489	19.0130990889723	20.8674054430082	20.4469782627101
D9R621	16.9742129067327	18.4504863619989	18.1048239523451	18.9933309446167	18.6683379436216	20.3782482805526	20.7473079314908	20.0081276644558
D9R622	17.7220737256165	18.2663198874673	NA	18.6422350651475	20.8263281387173	20.7092723244513	21.340823716009	20.7881957810226
D9R652	16.6826380342368	17.1896894542921	16.5516632067333	17.606173844717	19.0601259342979	20.0255343196936	20.5973251520036	20.4368497807774
D9R658	21.560482111986	22.4790183984681	NA	23.0253146478179	23.550511952626	24.4775986963131	25.0091533986198	24.1273098625706
D9R661	14.3436021377457	16.7153185523314	NA	17.1358094697815	19.1176126661761	19.5505964968222	19.4914029666272	19.4851846552734
D9R665	NA	NA	NA	NA	17.3705852486133	NA	16.7918242435583	18.5194903666901
D9R667	21.5281698262922	22.5827695465942	22.80039359288	24.4475837163278	23.7403654655557	24.3682634568771	24.0092388435569	23.8202631188337
D9R668	17.6473741018833	17.6681647862776	17.8017083589165	20.5170118882604	20.1072528400552	21.6525036506839	21.4850765296933	21.455030160496
D9R671	17.1244444600086	NA	16.3828097548517	17.1748476800114	18.5193751829899	20.3265216540205	20.7713669528311	18.8760972185728
D9R681	NA	NA	NA	NA	18.3899925727245	20.1912327532728	20.0779631183847	16.7170605332732
D9R692	NA	17.5089708092273	17.6608733467579	17.711895468212	19.6217800298401	19.8262971010029	21.2586235381266	20.0152244664048
D9R6B2	13.3787012679642	13.8733479809118	NA	14.1040253616314	16.264515906039	17.1873714059269	18.5878727202792	17.4442707967463
D9R6C0	NA	NA	14.564923515944	NA	15.8262257117256	NA	16.877955087612	14.9575555338619
D9R6C1	NA	NA	14.9155059622319	NA	16.4293577005572	16.993690281232	17.8370118970201	17.0469747600091
D9R6C6	NA	14.076398090163	NA	14.3179778224071	16.842669531882	16.7791807058966	18.2219457869709	17.3189311101602
D9R6F5	NA	16.7252064703584	NA	17.9552639386119	19.0647638123185	19.4209265322065	20.5539367217411	18.644349214179
D9R6I7	NA	NA	NA	NA	18.4481082373447	NA	19.2868780802911	18.8634785068459
D9R6L0	NA	16.3465829852977	NA	16.0845592822109	16.335791590326	16.3577753466513	17.8302799873137	16.9697237703501
D9R6L7	17.9628508300608	18.0642375309714	16.8778352972652	19.0783280474807	20.2933369287433	19.0366565769192	21.1731037111199	20.5915844346498
D9R6M5	17.5370818671669	19.1461161716097	17.488169650978	19.174579514284	20.0967408872613	21.0094268046074	21.0600599478346	21.2244092028622
D9R6M6	23.749703330135	24.3469892335864	24.046352016574	24.358638324535	25.2756513865438	25.766305063416	26.2127475041017	25.7850902242988
D9R6M8	18.3755146385265	16.9281019396044	16.3886395825098	21.0254667319097	20.6832036726521	19.0297185904162	20.0580128690489	19.8311154622821
D9R6N8	15.5713675100646	17.2992080183873	15.7672792544139	16.5410058388963	18.6031699254532	17.1516508299734	19.6384040944755	18.9584111123135
D9R6P7	20.4366464840758	20.7062396816511	20.7189174453801	21.4620888348394	22.9340910790929	24.2467000128477	24.1382117933076	24.2001526744185
D9R6Q4	NA	NA	NA	15.6128972864163	18.2046189021664	17.6401884385998	19.3773588261219	18.3737742779866
D9R6Q5	19.2850499553906	19.4808532986943	18.9559733607606	19.6357499991413	19.1876372046472	19.9178411448527	20.0392564386385	19.5234011507945
D9R6Q6	NA	NA	NA	16.4552469399014	19.8082446333076	21.6689092154464	21.8189378646031	22.0530813655812
D9R6R1	17.0077719063134	16.687977045558	17.6006679214375	18.0769199548968	18.7764523100611	18.8419942421758	20.2844400652776	19.5369301482646
D9R6S1	NA	NA	NA	NA	18.6823637054584	18.31398128774	NA	18.7952533367792
D9R6S3	21.1255925652093	21.4864520690471	21.0218122814986	22.0942942221704	22.7422378798885	23.9003044720038	23.7168052301297	22.9439405795419
D9R6S6	NA	18.557531012234	NA	19.1346569372549	19.7290962587426	18.7468816661484	18.9156109954212	NA
D9R6S7	22.3210527816781	23.1387742597042	22.4004125122988	23.7600986064026	23.961728052427	24.6695256755378	24.8097543930279	24.7969430546772
D9R6T3	NA	NA	16.1357092861044	19.9786881178927	19.4870313680447	NA	18.5858207827609	17.6148248502965
D9R6U5	NA	15.0790680487822	16.1880478881904	16.3379876858421	NA	NA	18.3500068175922	17.846714645739
D9R6W6	19.8576591025847	20.3937256171716	20.4271614095225	20.5884767527975	23.344079140574	24.3805355764223	24.7712258845688	24.4844989035388
D9R6W8	20.2339753638819	18.7381318529472	19.1055146838452	21.8288477244473	21.1669280167151	21.5383897808535	22.4977505030223	21.4966295088631
D9R6W9	NA	17.4491970181911	NA	17.7174622303497	17.1776725792081	19.2135931505427	19.1697929127198	18.9819239873173
D9R6X0	18.3679436515687	18.7803987923012	19.1942903573643	19.5985977707347	20.6055771779414	20.5989611699913	22.5864623267975	21.8903741329636
D9R6X8	16.9994275281725	18.8057438721516	18.3649553784819	18.8189066674868	18.7756167103259	20.6844027780745	22.4257793460095	20.1663151210685
D9R6X9	NA	NA	NA	NA	18.4910701717753	20.3530477264275	19.6780705292508	19.362795702979
D9R6Y4	NA	NA	NA	15.363826763294	14.7817182934362	NA	16.3733749724782	15.6058267231592
D9R6Y5	NA	NA	NA	NA	20.6619694147235	22.1342997158497	23.1510933624196	23.0372466472187
D9R6Y6	NA	NA	NA	NA	21.9046287421283	NA	22.1773076017535	23.0951639074154
D9R701	NA	NA	NA	NA	17.8392899180423	NA	19.6878916400749	17.7032006505992
D9R702	15.7976615258538	16.5110113528822	16.0482739960588	17.0277764383963	20.4826661754833	19.8113841017055	22.1293396226955	21.3636193269696
D9R705	NA	NA	NA	NA	17.3105240304651	17.606101534613	18.0200901298986	NA
D9R733	17.2986712016217	17.0433477519327	16.3575176412363	20.3340724701968	20.4182314625768	19.4847324398337	21.7330997527943	19.9212162459644
D9R737	17.9755569282949	16.8228944251703	17.1976774463074	17.9097056112156	19.5393557381445	19.2241383151331	20.4587390189926	18.551047315546
D9R738	16.8756773684321	19.659793863084	19.5401128994093	20.072347225107	23.0391225396138	23.000686391434	23.3803373994892	23.1459887238156
D9R741	13.1820684065626	14.3436715297777	NA	NA	15.7533473464544	14.6310064874119	15.5656971268492	15.7180244184207
D9R755	NA	NA	NA	NA	17.5837292020827	17.5186070565524	19.1157345863431	17.8324450354821
D9R767	NA	NA	15.6732814670795	16.7248069240717	17.5248936534567	NA	17.6974427334139	17.9892614364925
D9R772	18.4991918931408	19.0310388392174	18.2492431056963	19.826576416397	18.9576462152184	19.5902873344428	19.7390389023687	19.8941694135887
D9R774	21.709650956964	21.6498753911912	21.5166272465089	22.277816343407	23.5520376827281	22.8788232702922	24.3164472730343	23.2479460512439
D9R781	NA	NA	NA	NA	17.4602799003301	17.6333926103358	19.2233842727916	18.348192160957
D9R784	17.3352507683128	18.1433034872599	15.3853231761759	18.5808253217634	19.4094323732448	20.8530049001305	20.6027713458661	20.1084019401087
D9R787	18.757109996426	18.2440014061334	18.3993697258126	19.4528404689998	21.5673229606019	21.6306315216335	22.5022500739497	21.7926505111991
D9R788	NA	NA	NA	NA	19.2337179674957	20.084595612789	19.9422052054329	NA
D9R7A6	NA	NA	NA	NA	17.7525113195335	16.0017160537775	17.6766595804431	NA
D9R7C4	NA	NA	NA	NA	NA	18.6823637054584	19.3017774973759	18.6190951460472
D9R7D2	NA	NA	NA	NA	17.0160682989638	18.2259981714335	18.6249953087303	17.9180013496354
D9R7E4	NA	NA	NA	16.0036496670859	24.7107232097562	25.2794822118078	25.0927306918876	24.7432450973319
D9R7G3	NA	14.9458552969472	17.0981554833946	NA	19.4981402099509	18.699850305817	21.2614384416418	20.0419318126846
D9R7G5	17.6336764098923	17.8604808079985	17.8590858155227	18.5234394393875	21.8102154480294	21.8569224272654	23.2634170738046	22.3249023904906
D9R7H4	NA	NA	NA	NA	19.6348287718475	16.1954491080739	NA	16.1116451216398
