organism	protein_id	original_protein_id
E. coli ED1a	B7MUD1	B7MUD1
E. coli ED1a	B7MUD6	B7MUD6
E. coli ED1a	B7MUD7	B7MUD7
E. coli ED1a	B7MUD8	B7MUD8
E. coli ED1a	B7MUD9	B7MUD9
E. coli ED1a	B7MUE1	B7MUE1
E. coli ED1a	B7MUE3	B7MUE3
E. coli ED1a	B7MUE4	B7MUE4
E. coli ED1a	B7MUE5	B7MUE5
E. coli ED1a	B7MUE8	B7MUE8
E. coli ED1a	B7MUG0	B7MUG0
E. coli ED1a	B7MUG1	B7MUG1
E. coli ED1a	B7MUG2	B7MUG2
E. coli ED1a	B7MUG3	B7MUG3
E. coli ED1a	B7MUG4	B7MUG4
E. coli ED1a	B7MUG5	B7MUG5
E. coli ED1a	B7MUG6	B7MUG6
E. coli ED1a	B7MUH2	B7MUH2
E. coli ED1a	B7MUH3	B7MUH3
E. coli ED1a	B7MUH4	B7MUH4
E. coli ED1a	B7MUH5	B7MUH5
E. coli ED1a	B7MUH6	B7MUH6
E. coli ED1a	B7MUI4	B7MUI4
E. coli ED1a	B7MUI7	B7MUI7
E. coli ED1a	B7MUJ0	B7MUJ0
E. coli ED1a	B7MUJ3	B7MUJ3
E. coli ED1a	B7MUJ6	B7MUJ6
E. coli ED1a	B7MUJ7	B7MUJ7
E. coli ED1a	B7MUJ8	B7MUJ8
E. coli ED1a	B7MUJ9	B7MUJ9
E. coli ED1a	B7MUK1	B7MUK1
E. coli ED1a	B7MUK2	B7MUK2
E. coli ED1a	B7MUK3	B7MUK3
E. coli ED1a	B7MUK4	B7MUK4
E. coli ED1a	B7MUK5	B7MUK5
E. coli ED1a	B7MUK6	B7MUK6
E. coli ED1a	B7MUL2	B7MUL2
E. coli ED1a	B7MUL4	B7MUL4
E. coli ED1a	B7MUL5	B7MUL5
E. coli ED1a	B7MUL6	B7MUL6
E. coli ED1a	B7MUL8	B7MUL8
E. coli ED1a	B7MUL9	B7MUL9
E. coli ED1a	B7MUM2	B7MUM2
E. coli ED1a	B7MUN2	B7MUN2
E. coli ED1a	B7MUN7	B7MUN7
E. coli ED1a	B7MUP6	B7MUP6
E. coli ED1a	B7MUP7	B7MUP7
E. coli ED1a	B7MUP8	B7MUP8
E. coli ED1a	B7MUQ1	B7MUQ1
E. coli ED1a	B7MUQ2	B7MUQ2
E. coli ED1a	B7MUQ5	B7MUQ5
E. coli ED1a	B7MUQ9	B7MUQ9
E. coli ED1a	B7MUR3	B7MUR3
E. coli ED1a	B7MUR5	B7MUR5
E. coli ED1a	B7MUR8	B7MUR8
E. coli ED1a	B7MUR9	B7MUR9
E. coli ED1a	B7MUS0	B7MUS0
E. coli ED1a	B7MUS3	B7MUS3
E. coli ED1a	B7MUS7	B7MUS7
E. coli ED1a	B7MUS8	B7MUS8
E. coli ED1a	B7MUT5	B7MUT5
E. coli ED1a	B7MUT9	B7MUT9
E. coli ED1a	B7MUU7	B7MUU7
E. coli ED1a	B7MUV0	B7MUV0
E. coli ED1a	B7MUV1	B7MUV1
E. coli ED1a	B7MUV7	B7MUV7|B7MX50
E. coli ED1a	B7MUV9	B7MUV9|B7MX52
E. coli ED1a	B7MUW1	B7MSE2|B7MU96|B7MUW1|B7MW07
E. coli ED1a	B7MUW6	B7MUW6
E. coli ED1a	B7MUW7	B7MUW7
E. coli ED1a	B7MUX2	B7MUX2
E. coli ED1a	B7MUY0	B7MU78|B7MUY0
E. coli ED1a	B7MUY3	B7MU75|B7MUY3
E. coli ED1a	B7MUZ2	B7MUZ2
E. coli ED1a	B7MUZ3	B7MUZ3
E. coli ED1a	B7MUZ5	B7LIM0|B7MUZ5
E. coli ED1a	B7MV01	B7MSB2|B7MU61|B7MV01|B7MX97
E. coli ED1a	B7MV18	B7MV18
E. coli ED1a	B7MV23	B7MV23
E. coli ED1a	B7MV29	B7MV29
E. coli ED1a	B7MV30	B7MV30
E. coli ED1a	B7MV35	B7MV35
E. coli ED1a	B7MV36	B7MV36
E. coli ED1a	B7MV38	B7MV38
E. coli ED1a	B7MV40	B7MV40
E. coli ED1a	B7MV41	B7MV41
E. coli ED1a	B7MV42	B7MV42
E. coli ED1a	B7MV43	B7MV43
E. coli ED1a	B7MV57	B7MV57
E. coli ED1a	B7MV58	B7MV58
E. coli ED1a	B7MV59	B7MV59
E. coli ED1a	B7MV70	B7MV70
E. coli ED1a	B7MV71	B7MV71
E. coli ED1a	B7MV72	B7MV72
E. coli ED1a	B7MV73	B7MV73|B7MXK8
E. coli ED1a	B7MV75	B7MSV0|B7MV75|B7MZ18
E. coli ED1a	B7MV78	B7MV78
E. coli ED1a	B7MV79	B7MV79
E. coli ED1a	B7MV80	B7MV80
E. coli ED1a	B7MV82	B7MV82
E. coli ED1a	B7MV84	B7MV84
E. coli ED1a	B7MV85	B7MV85
E. coli ED1a	B7MV86	B7MV86
E. coli ED1a	B7MV87	B7MV87
E. coli ED1a	B7MV88	B7MV88
E. coli ED1a	B7MV89	B7MV89
E. coli ED1a	B7MV93	B7MV93
E. coli ED1a	B7MV94	B7MV94
E. coli ED1a	B7MV95	B7MV95
E. coli ED1a	B7MV96	B7MV96
E. coli ED1a	B7MV98	B7MV98
E. coli ED1a	B7MV99	B7MV99
E. coli ED1a	B7MVA0	B7MVA0
E. coli ED1a	B7MVA1	B7MVA1
E. coli ED1a	B7MVA3	B7MVA3
E. coli ED1a	B7MVA4	B7MVA4
E. coli ED1a	B7MVA6	B7MVA6
E. coli ED1a	B7MVA7	B7MVA7
E. coli ED1a	B7MVA8	B7MVA8
E. coli ED1a	B7MVA9	B7MVA9
E. coli ED1a	B7MVB0	B7MVB0
E. coli ED1a	B7MVB1	B7MVB1
E. coli ED1a	B7MVB2	B7MVB2
E. coli ED1a	B7MVB3	B7MVB3
E. coli ED1a	B7MVB4	B7MVB4
E. coli ED1a	B7MVB5	B7MVB5
E. coli ED1a	B7MVB6	B7MVB6
E. coli ED1a	B7MVB7	B7MVB7
E. coli ED1a	B7MVB8	B7MVB8
E. coli ED1a	B7MVC0	B7MVC0
E. coli ED1a	B7MVC2	B7MVC2
E. coli ED1a	B7MVC4	B7MVC4
E. coli ED1a	B7MVC5	B7MVC5
E. coli ED1a	B7MVC6	B7MVC6
E. coli ED1a	B7MVC7	B7MVC7
E. coli ED1a	B7MVC8	B7MVC8
E. coli ED1a	B7MVC9	B7MVC9
E. coli ED1a	B7MVD0	B7MVD0
E. coli ED1a	B7MVD2	B7MVD2
E. coli ED1a	B7MVD4	B7MVD4
E. coli ED1a	B7MVD7	B7MVD7
E. coli ED1a	B7MVD9	B7MVD9
E. coli ED1a	B7MVE0	B7MVE0
E. coli ED1a	B7MVE2	B7MVE2
E. coli ED1a	B7MVE6	B7MVE6
E. coli ED1a	B7MVF0	B7MVF0
E. coli ED1a	B7MVF2	B7MVF2
E. coli ED1a	B7MVF3	B7MVF3
E. coli ED1a	B7MVF4	B7MVF4
E. coli ED1a	B7MVF7	B7MVF7
E. coli ED1a	B7MVF8	B7MVF8
E. coli ED1a	B7MVF9	B7MVF9
E. coli ED1a	B7MVG0	B7MVG0
E. coli ED1a	B7MVG2	B7MVG2
E. coli ED1a	B7MVG3	B7MVG3
E. coli ED1a	B7MVG4	B7MVG4
E. coli ED1a	B7MVG9	B7MVG9
E. coli ED1a	B7MVI1	B7MVI1
E. coli ED1a	B7MVI2	B7MVI2
E. coli ED1a	B7MVI3	B7MVI3
E. coli ED1a	B7MVI6	B7MVI6
E. coli ED1a	B7MVI7	B7MVI7
E. coli ED1a	B7MVI8	B7MVI8
E. coli ED1a	B7MVJ1	B7MVJ1
E. coli ED1a	B7MVJ2	B7MVJ2
E. coli ED1a	B7MVJ3	B7MVJ3
E. coli ED1a	B7MVJ4	B7MVJ4
E. coli ED1a	B7MVJ7	B7MVJ7
E. coli ED1a	B7MVK2	B7MVK2
E. coli ED1a	B7MVK3	B7MVK3
E. coli ED1a	B7MVK6	B7MVK6
E. coli ED1a	B7MVK7	B7MVK7
E. coli ED1a	B7MVK9	B7MVK9
E. coli ED1a	B7MVL0	B7MVL0
E. coli ED1a	B7MVL2	B7MVL2
E. coli ED1a	B7MVL6	B7MVL6
E. coli ED1a	B7MVL7	B7MVL7
E. coli ED1a	B7MVL8	B7MVL8
E. coli ED1a	B7MVL9	B7MVL9
E. coli ED1a	B7MVM2	B7MVM2
E. coli ED1a	B7MVM8	B7MVM8
E. coli ED1a	B7MVN0	B7MVN0
E. coli ED1a	B7MVN3	B7MVN3
E. coli ED1a	B7MVN5	B7MVN5
E. coli ED1a	B7MVN6	B7MVN6
E. coli ED1a	B7MVN8	B7MVN8
E. coli ED1a	B7MVN9	B7MVN9
E. coli ED1a	B7MVP0	B7MVP0
E. coli ED1a	B7MVP1	B7MVP1
E. coli ED1a	B7MVP3	B7MVP3
E. coli ED1a	B7MVP5	B7MVP5
E. coli ED1a	B7MVP6	B7MVP6
E. coli ED1a	B7MVP7	B7MVP7
E. coli ED1a	B7MVQ0	B7MVQ0
E. coli ED1a	B7MVQ3	B7MVQ3
E. coli ED1a	B7MVQ4	B7MVQ4
E. coli ED1a	B7MVQ5	B7MVQ5
E. coli ED1a	B7MVQ7	B7MVQ7
E. coli ED1a	B7MVQ9	B7MVQ9
E. coli ED1a	B7MVR0	B7MVR0
E. coli ED1a	B7MVR1	B7MVR1
E. coli ED1a	B7MVR2	B7MVR2
E. coli ED1a	B7MVR3	B7MVR3
E. coli ED1a	B7MVR4	B7MVR4
E. coli ED1a	B7MVR9	B7MVR9
E. coli ED1a	B7MVS4	B7MVS4
E. coli ED1a	B7MVS5	B7MVS5
E. coli ED1a	B7MVS6	B7MVS6
E. coli ED1a	B7MVS9	B7MVS9
E. coli ED1a	B7MVT5	B7MVT5
E. coli ED1a	B7MVT6	B7MVT6
E. coli ED1a	B7MVT9	B7MVT9
E. coli ED1a	B7MVU1	B7MVU1
E. coli ED1a	B7MVU2	B7MVU2
E. coli ED1a	B7MVU3	B7MVU3
E. coli ED1a	B7MVU5	B7MVU5
E. coli ED1a	B7MVU6	B7MVU6
E. coli ED1a	B7MVU7	B7MVU7
E. coli ED1a	B7MVU8	B7MVU8
E. coli ED1a	B7MVU9	B7MVU9
E. coli ED1a	B7MVV1	B7MVV1
E. coli ED1a	B7MVV2	B7MVV2
E. coli ED1a	B7MVV4	B7MVV4
E. coli ED1a	B7MVV7	B7MVV7
E. coli ED1a	B7MVV9	B7MVV9
E. coli ED1a	B7MVW0	B7MVW0
E. coli ED1a	B7MVW1	B7MVW1
E. coli ED1a	B7MVW2	B7MVW2
E. coli ED1a	B7MVW4	B7MVW4
E. coli ED1a	B7MVW5	B7MVW5
E. coli ED1a	B7MVX0	B7MVX0
E. coli ED1a	B7MVX3	B7MVX3
E. coli ED1a	B7MVX4	B7MVX4
E. coli ED1a	B7MVX7	B7MVX7
E. coli ED1a	B7MVX8	B7MVX8
E. coli ED1a	B7MVX9	B7MVX9
E. coli ED1a	B7MVY0	B7MVY0
E. coli ED1a	B7MVY1	B7MVY1
E. coli ED1a	B7MVY2	B7MVY2
E. coli ED1a	B7MVY3	B7MVY3
E. coli ED1a	B7MVY4	B7MVY4
E. coli ED1a	B7MVY5	B7MVY5
E. coli ED1a	B7MVY6	B7MVY6
E. coli ED1a	B7MVY8	B7MVY8
E. coli ED1a	B7MVY9	B7MVY9
E. coli ED1a	B7MVZ1	B7MVZ1
E. coli ED1a	B7MVZ3	B7MVZ3
E. coli ED1a	B7MVZ5	B7MVZ5
E. coli ED1a	B7MVZ6	B7MVZ6
E. coli ED1a	B7MVZ7	B7MVZ7
E. coli ED1a	B7MW00	B7MW00
E. coli ED1a	B7MW03	B7MW03
E. coli ED1a	B7MW04	B7MW04
E. coli ED1a	B7MW05	B7MW05
E. coli ED1a	B7MW06	B7MPZ4|B7MSE3|B7MU97|B7MW06|B7MX53|B7N2W5
E. coli ED1a	B7MW07	B7MSE2|B7MU96|B7MUW1|B7MW07
E. coli ED1a	B7MW17	B7MW17
E. coli ED1a	B7MW22	B7MSC7|B7MW22
E. coli ED1a	B7MW51	B7MW51
E. coli ED1a	B7MW54	B7MW54
E. coli ED1a	B7MW57	B7MW57
E. coli ED1a	B7MW64	B7MW64
E. coli ED1a	B7MW65	B7MW65
E. coli ED1a	B7MW68	B7MW68
E. coli ED1a	B7MW69	B7MW69
E. coli ED1a	B7MW70	B7MW70
E. coli ED1a	B7MW75	B7MW75
E. coli ED1a	B7MW79	B7MW79
E. coli ED1a	B7MW84	B7MW84
E. coli ED1a	B7MW85	B7MW85
E. coli ED1a	B7MW91	B7MW91
E. coli ED1a	B7MW92	B7MW92
E. coli ED1a	B7MW95	B7MW95
E. coli ED1a	B7MW96	B7MW96
E. coli ED1a	B7MW97	B7MW97
E. coli ED1a	B7MW98	B7MW98
E. coli ED1a	B7MW99	B7MW99
E. coli ED1a	B7MWA0	B7MWA0
E. coli ED1a	B7MWA1	B7MWA1
E. coli ED1a	B7MWA2	B7MWA2
E. coli ED1a	B7MWA6	B7MWA6
E. coli ED1a	B7MWA7	B7MWA7
E. coli ED1a	B7MWA9	B7MWA9
E. coli ED1a	B7MWB0	B7MWB0
E. coli ED1a	B7MWB6	B7MWB6
E. coli ED1a	B7MWC2	B7MWC2
E. coli ED1a	B7MWD3	B7MWD3
E. coli ED1a	B7MWE3	B7MWE3
E. coli ED1a	B7MWE6	B7MWE6
E. coli ED1a	B7MWE9	B7MWE9
E. coli ED1a	B7MWF3	B7MWF3
E. coli ED1a	B7MWF4	B7MWF4
E. coli ED1a	B7MWF7	B7MWF7
E. coli ED1a	B7MWF9	B7MWF9
E. coli ED1a	B7MWG1	B7MWG1
E. coli ED1a	B7MWG2	B7MWG2
E. coli ED1a	B7MWG3	B7MWG3
E. coli ED1a	B7MWH1	B7MWH1
E. coli ED1a	B7MWI0	B7MWI0
E. coli ED1a	B7MWI1	B7MWI1
E. coli ED1a	B7MWI6	B7MWI6
E. coli ED1a	B7MWK0	B7MWK0
E. coli ED1a	B7MWK1	B7MWK1
E. coli ED1a	B7MWK2	B7MWK2
E. coli ED1a	B7MWK4	B7MWK4
E. coli ED1a	B7MWL0	B7MWL0
E. coli ED1a	B7MWL5	B7MWL5
E. coli ED1a	B7MWL6	B7MWL6
E. coli ED1a	B7MWL7	B7MWL7
E. coli ED1a	B7MWN2	B7MWN2
E. coli ED1a	B7MWN3	B7MWN3
E. coli ED1a	B7MWN8	B7MU23|B7MWN8
E. coli ED1a	B7MWP4	B7MWP4
E. coli ED1a	B7MWP9	B7MWP9
E. coli ED1a	B7MWR3	B7MWR3
E. coli ED1a	B7MWS8	B7MWS8
E. coli ED1a	B7MWS9	B7MWS9
E. coli ED1a	B7MWT2	B7MWT2
E. coli ED1a	B7MWT8	B7MWT8
E. coli ED1a	B7MWT9	B7MWT9
E. coli ED1a	B7MWU0	B7MWU0
E. coli ED1a	B7MWU1	B7MWU1
E. coli ED1a	B7MWU2	B7MWU2
E. coli ED1a	B7MWU3	B7MWU3
E. coli ED1a	B7MWU4	B7MWU4
E. coli ED1a	B7MWU7	B7MWU7
E. coli ED1a	B7MWU8	B7MWU8
E. coli ED1a	B7MWU9	B7MWU9
E. coli ED1a	B7MWV0	B7MWV0
E. coli ED1a	B7MWV1	B7MWV1
E. coli ED1a	B7MWV2	B7MWV2
E. coli ED1a	B7MWV3	B7MWV3
E. coli ED1a	B7MWV6	B7MWV6
E. coli ED1a	B7MWV7	B7MWV7
E. coli ED1a	B7MWX0	B7MWX0
E. coli ED1a	B7MWX8	B7MWX8
E. coli ED1a	B7MWX9	B7MWX9
E. coli ED1a	B7MWY0	B7MWY0
E. coli ED1a	B7MWY7	B7MWY7
E. coli ED1a	B7MWZ2	B7MWZ2
E. coli ED1a	B7MWZ3	B7MWZ3
E. coli ED1a	B7MWZ7	B7MWZ7
E. coli ED1a	B7MX08	B7MX08
E. coli ED1a	B7MX10	B7MX10
E. coli ED1a	B7MX19	B7MX19
E. coli ED1a	B7MX23	B7MX23
E. coli ED1a	B7MX24	B7MX24
E. coli ED1a	B7MX26	B7MX26
E. coli ED1a	B7MX27	B7MX27
E. coli ED1a	B7MX29	B7MX29
E. coli ED1a	B7MX33	B7MX33
E. coli ED1a	B7MX35	B7MX35
E. coli ED1a	B7MX36	B7MX36
E. coli ED1a	B7MX40	B7MX40
E. coli ED1a	B7MX45	B7MX45
E. coli ED1a	B7MX46	B7MX46
E. coli ED1a	B7MX47	B7MX47
E. coli ED1a	B7MX49	B7MX49
E. coli ED1a	B7MX50	B7MUV7|B7MX50
E. coli ED1a	B7MX52	B7MUV9|B7MX52
E. coli ED1a	B7MX53	B7MPZ4|B7MSE3|B7MU97|B7MW06|B7MX53|B7N2W5
E. coli ED1a	B7MX84	B7MX84
E. coli ED1a	B7MX97	B7MSB2|B7MU61|B7MV01|B7MX97
E. coli ED1a	B7MX99	B7MSB0|B7MX99
E. coli ED1a	B7MXB6	B7MPV4|B7MXB6|B7MYG0
E. coli ED1a	B7MXB7	B7MXB7
E. coli ED1a	B7MXC4	B7MXC4
E. coli ED1a	B7MXE0	B7MXE0
E. coli ED1a	B7MXE1	B7MXE1
E. coli ED1a	B7MXE2	B7MXE2
E. coli ED1a	B7MXE4	B7MXE4
E. coli ED1a	B7MXE7	B7MXE7
E. coli ED1a	B7MXE8	B7MXE8
E. coli ED1a	B7MXE9	B7MXE9
E. coli ED1a	B7MXF5	B7MXF5
E. coli ED1a	B7MXF6	B7MXF6
E. coli ED1a	B7MXF8	B7MXF8
E. coli ED1a	B7MXF9	B7MXF9
E. coli ED1a	B7MXG0	B7MXG0
E. coli ED1a	B7MXG1	B7MXG1
E. coli ED1a	B7MXG2	B7MXG2
E. coli ED1a	B7MXG3	B7MXG3
E. coli ED1a	B7MXG5	B7MXG5
E. coli ED1a	B7MXG6	B7MXG6
E. coli ED1a	B7MXG7	B7MXG7
E. coli ED1a	B7MXG8	B7MXG8
E. coli ED1a	B7MXH0	B7MXH0
E. coli ED1a	B7MXH1	B7MXH1
E. coli ED1a	B7MXH2	B7MXH2
E. coli ED1a	B7MXH3	B7MXH3
E. coli ED1a	B7MXH5	B7MXH5
E. coli ED1a	B7MXH7	B7MXH7
E. coli ED1a	B7MXH8	B7MXH8
E. coli ED1a	B7MXH9	B7MXH9
E. coli ED1a	B7MXI0	B7MXI0
E. coli ED1a	B7MXI1	B7MXI1
E. coli ED1a	B7MXI2	B7MXI2
E. coli ED1a	B7MXI6	B7MXI6
E. coli ED1a	B7MXI8	B7MXI8
E. coli ED1a	B7MXI9	B7MXI9
E. coli ED1a	B7MXJ1	B7MXJ1
E. coli ED1a	B7MXJ9	B7MXJ9
E. coli ED1a	B7MXK1	B7MXK1
E. coli ED1a	B7MXK2	B7MXK2
E. coli ED1a	B7MXK3	B7MXK3
E. coli ED1a	B7MXK4	B7MXK4
E. coli ED1a	B7MXK8	B7MV73|B7MXK8
E. coli ED1a	B7MXK9	B7MXK9
E. coli ED1a	B7MXL4	B7MXL4
E. coli ED1a	B7MXM2	B7MXM2
E. coli ED1a	B7MXM3	B7MXM3
E. coli ED1a	B7MXM4	B7MXM4
E. coli ED1a	B7MXM5	B7MXM5
E. coli ED1a	B7MXM6	B7MXM6
E. coli ED1a	B7MXM7	B7MXM7
E. coli ED1a	B7MXM8	B7MXM8
E. coli ED1a	B7MXN1	B7MXN1
E. coli ED1a	B7MXN2	B7MXN2
E. coli ED1a	B7MXN5	B7MXN5
E. coli ED1a	B7MXN6	B7MXN6
E. coli ED1a	B7MXP0	B7MXP0
E. coli ED1a	B7MXP2	B7MXP2
E. coli ED1a	B7MXP5	B7MXP5
E. coli ED1a	B7MXP6	B7MXP6
E. coli ED1a	B7MXP7	B7MXP7
E. coli ED1a	B7MXP8	B7MXP8
E. coli ED1a	B7MXP9	B7MXP9
E. coli ED1a	B7MXR2	B7MXR2
E. coli ED1a	B7MXR3	B7MXR3
E. coli ED1a	B7MXR5	B7MXR5
E. coli ED1a	B7MXR6	B7MXR6
E. coli ED1a	B7MXR9	B7MXR9
E. coli ED1a	B7MXS0	B7MXS0
E. coli ED1a	B7MXS1	B7MXS1
E. coli ED1a	B7MXS2	B7MXS2
E. coli ED1a	B7MXS3	B7MXS3
E. coli ED1a	B7MXS4	B7MXS4
E. coli ED1a	B7MXS9	B7MXS9
E. coli ED1a	B7MXT0	B7MXT0
E. coli ED1a	B7MXT1	B7MXT1
E. coli ED1a	B7MXT2	B7MXT2
E. coli ED1a	B7MXT3	B7MXT3
E. coli ED1a	B7MXT6	B7MXT6
E. coli ED1a	B7MXT8	B7MXT8
E. coli ED1a	B7MXU2	B7MXU2
E. coli ED1a	B7MXU3	B7MXU3
E. coli ED1a	B7MXU5	B7MXU5
E. coli ED1a	B7MXU7	B7MXU7
E. coli ED1a	B7MXU8	B7MXU8
E. coli ED1a	B7MXV1	B7MXV1
E. coli ED1a	B7MXV4	B7MXV4
E. coli ED1a	B7MXV5	B7MXV5
E. coli ED1a	B7MXV6	B7MXV6
E. coli ED1a	B7MXV7	B7MXV7
E. coli ED1a	B7MXV8	B7MXV8
E. coli ED1a	B7MXW1	B7MXW1
E. coli ED1a	B7MXW2	B7MXW2
E. coli ED1a	B7MXW3	B7MXW3
E. coli ED1a	B7MXW4	B7MXW4
E. coli ED1a	B7MXW5	B7MXW5
E. coli ED1a	B7MXW6	B7MXW6
E. coli ED1a	B7MXW9	B7MXW9
E. coli ED1a	B7MXX0	B7MXX0
E. coli ED1a	B7MXX1	B7MXX1
E. coli ED1a	B7MXX2	B7MXX2
E. coli ED1a	B7MXX4	B7MXX4
E. coli ED1a	B7MXX5	B7MXX5
E. coli ED1a	B7MXX6	B7MXX6
E. coli ED1a	B7MXX7	B7MXX7
E. coli ED1a	B7MXX8	B7MXX8
E. coli ED1a	B7MXY1	B7MXY1
E. coli ED1a	B7MXY2	B7MXY2
E. coli ED1a	B7MXY6	B7MXY6
E. coli ED1a	B7MXY7	B7MXY7
E. coli ED1a	B7MXY8	B7MXY8
E. coli ED1a	B7MXY9	B7MXY9
E. coli ED1a	B7MXZ1	B7MXZ1
E. coli ED1a	B7MXZ2	B7MXZ2
E. coli ED1a	B7MXZ3	B7MXZ3
E. coli ED1a	B7MXZ4	B7MXZ4
E. coli ED1a	B7MXZ5	B7MXZ5
E. coli ED1a	B7MXZ6	B7MXZ6
E. coli ED1a	B7MXZ7	B7MXZ7
E. coli ED1a	B7MXZ8	B7MXZ8
E. coli ED1a	B7MXZ9	B7MXZ9
E. coli ED1a	B7MY00	B7MY00
E. coli ED1a	B7MY01	B7MY01
E. coli ED1a	B7MY02	B7MY02
E. coli ED1a	B7MY06	B7MY06
E. coli ED1a	B7MY07	B7MY07
E. coli ED1a	B7MY08	B7MY08
E. coli ED1a	B7MY16	B7MY16
E. coli ED1a	B7MY17	B7MY17
E. coli ED1a	B7MY18	B7MY18
E. coli ED1a	B7MY19	B7MY19
E. coli ED1a	B7MY20	B7MY20
E. coli ED1a	B7MY24	B7MY24
E. coli ED1a	B7MY25	B7MY25
E. coli ED1a	B7MY28	B7MY28
E. coli ED1a	B7MY29	B7MY29
E. coli ED1a	B7MY38	B7MY38
E. coli ED1a	B7MY46	B7MY46
E. coli ED1a	B7MY50	B7MY50
E. coli ED1a	B7MY56	B7MY56
E. coli ED1a	B7MY62	B7MY62
E. coli ED1a	B7MY64	B7MY64
E. coli ED1a	B7MY65	B7MY65
E. coli ED1a	B7MY66	B7MY66
E. coli ED1a	B7MY69	B7MY69
E. coli ED1a	B7MY70	B7MY70
E. coli ED1a	B7MY71	B7MY71
E. coli ED1a	B7MY72	B7MY72
E. coli ED1a	B7MY73	B7MY73
E. coli ED1a	B7MY78	B7MY78
E. coli ED1a	B7MY79	B7MY79
E. coli ED1a	B7MY80	B7MY80
E. coli ED1a	B7MY83	B7MY83
E. coli ED1a	B7MY85	B7MY85
E. coli ED1a	B7MY86	B7MY86
E. coli ED1a	B7MY88	B7MY88
E. coli ED1a	B7MY89	B7MY89
E. coli ED1a	B7MY90	B7MY90
E. coli ED1a	B7MY91	B7MY91
E. coli ED1a	B7MY94	B7MY94
E. coli ED1a	B7MY96	B7MY96
E. coli ED1a	B7MY99	B7MY99
E. coli ED1a	B7MYA0	B7MYA0
E. coli ED1a	B7MYA1	B7MYA1
E. coli ED1a	B7MYA2	B7MYA2
E. coli ED1a	B7MYA3	B7MYA3
E. coli ED1a	B7MYA4	B7MYA4
E. coli ED1a	B7MYA6	B7MYA6
E. coli ED1a	B7MYA7	B7MYA7
E. coli ED1a	B7MYB0	B7MYB0
E. coli ED1a	B7MYB1	B7MYB1
E. coli ED1a	B7MYB5	B7MYB5
E. coli ED1a	B7MYB6	B7MYB6
E. coli ED1a	B7MYB7	B7MYB7
E. coli ED1a	B7MYB8	B7MYB8
E. coli ED1a	B7MYB9	B7MYB9
E. coli ED1a	B7MYC1	B7MYC1
E. coli ED1a	B7MYC2	B7MYC2
E. coli ED1a	B7MYC3	B7MYC3
E. coli ED1a	B7MYC4	B7MYC4
E. coli ED1a	B7MYC5	B7MYC5
E. coli ED1a	B7MYC7	B7MYC7
E. coli ED1a	B7MYC9	B7MYC9
E. coli ED1a	B7MYD0	B7MYD0
E. coli ED1a	B7MYD4	B7MYD4
E. coli ED1a	B7MYD5	B7MYD5
E. coli ED1a	B7MYD6	B7MYD6
E. coli ED1a	B7MYD7	B7MYD7
E. coli ED1a	B7MYE4	B7MYE4
E. coli ED1a	B7MYE6	B7MYE6
E. coli ED1a	B7MYE7	B7MYE7
E. coli ED1a	B7MYE8	B7MYE8
E. coli ED1a	B7MYE9	B7MYE9
E. coli ED1a	B7MYF0	B7MYF0
E. coli ED1a	B7MYF1	B7MYF1
E. coli ED1a	B7MYF2	B7MYF2
E. coli ED1a	B7MYF4	B7MYF4
E. coli ED1a	B7MYF5	B7MYF5
E. coli ED1a	B7MYF6	B7MYF6
E. coli ED1a	B7MYF7	B7MYF7
E. coli ED1a	B7MYF9	B7MYF9
E. coli ED1a	B7MYG0	B7MPV4|B7MXB6|B7MYG0
E. coli ED1a	B7MYG1	B7MYG1
E. coli ED1a	B7MYG2	B7MYG2
E. coli ED1a	B7MYG3	B7MYG3
E. coli ED1a	B7MYG4	B7MYG4
E. coli ED1a	B7MYG5	B7MYG5
E. coli ED1a	B7MYG6	B7MYG6
E. coli ED1a	B7MYH4	B7MYH4
E. coli ED1a	B7MYH6	B7MYH6
E. coli ED1a	B7MYH7	B7MYH7
E. coli ED1a	B7MYI0	B7MYI0
E. coli ED1a	B7MYI1	B7MYI1
E. coli ED1a	B7MYI2	B7MYI2
E. coli ED1a	B7MYI3	B7MYI3
E. coli ED1a	B7MYI4	B7MYI4
E. coli ED1a	B7MYI5	B7MYI5
E. coli ED1a	B7MYI7	B7MYI7
E. coli ED1a	B7MYI9	B7MYI9
E. coli ED1a	B7MYJ0	B7MYJ0
E. coli ED1a	B7MYJ1	B7MYJ1
E. coli ED1a	B7MYJ3	B7MYJ3
E. coli ED1a	B7MYJ4	B7MYJ4
E. coli ED1a	B7MYJ5	B7MYJ5
E. coli ED1a	B7MYJ7	B7MYJ7
E. coli ED1a	B7MYJ8	B7MYJ8
E. coli ED1a	B7MYJ9	B7MYJ9
E. coli ED1a	B7MYK0	B7MYK0
E. coli ED1a	B7MYK1	B7MYK1
E. coli ED1a	B7MYK3	B7MYK3
E. coli ED1a	B7MYK5	B7MYK5
E. coli ED1a	B7MYK8	B7MYK8
E. coli ED1a	B7MYK9	B7MYK9
E. coli ED1a	B7MYL2	B7MYL2
E. coli ED1a	B7MYL3	B7MYL3
E. coli ED1a	B7MYL4	B7MYL4
E. coli ED1a	B7MYL6	B7MYL6
E. coli ED1a	B7MYL8	B7MYL8
E. coli ED1a	B7MYL9	B7MYL9
