Well	Species	Concentration	Replicate	Time	OD
D8	B. uniformis	30	1	22	0.511
D8	B. uniformis	30	1	23	0.514
D8	B. uniformis	30	1	24	0.514
D8	B. uniformis	30	2	0	0.149
D8	B. uniformis	30	2	1	0.149
D8	B. uniformis	30	2	2	0.147
D8	B. uniformis	30	2	3	0.146
D8	B. uniformis	30	2	4	0.147
D8	B. uniformis	30	2	5	0.152
D8	B. uniformis	30	2	6	0.158
D8	B. uniformis	30	2	7	0.166
D8	B. uniformis	30	2	8	0.178
D8	B. uniformis	30	2	9	0.194
D8	B. uniformis	30	2	10	0.214
D8	B. uniformis	30	2	11	0.237
D8	B. uniformis	30	2	12	0.264
D8	B. uniformis	30	2	13	0.291
D8	B. uniformis	30	2	14	0.318
D8	B. uniformis	30	2	15	0.35
D8	B. uniformis	30	2	16	0.386
D8	B. uniformis	30	2	17	0.423
D8	B. uniformis	30	2	18	0.458
D8	B. uniformis	30	2	19	0.485
D8	B. uniformis	30	2	20	0.502
D8	B. uniformis	30	2	21	0.513
D8	B. uniformis	30	2	22	0.518
D8	B. uniformis	30	2	23	0.519
D8	B. uniformis	30	2	24	0.518
D8	B. uniformis	30	3	0	0.155
D8	B. uniformis	30	3	1	0.155
D8	B. uniformis	30	3	2	0.155
D8	B. uniformis	30	3	3	0.154
D8	B. uniformis	30	3	4	0.155
D8	B. uniformis	30	3	5	0.16
D8	B. uniformis	30	3	6	0.166
D8	B. uniformis	30	3	7	0.174
D8	B. uniformis	30	3	8	0.186
D8	B. uniformis	30	3	9	0.202
D8	B. uniformis	30	3	10	0.221
D8	B. uniformis	30	3	11	0.245
D8	B. uniformis	30	3	12	0.271
D8	B. uniformis	30	3	13	0.296
D8	B. uniformis	30	3	14	0.321
D8	B. uniformis	30	3	15	0.352
D8	B. uniformis	30	3	16	0.387
D8	B. uniformis	30	3	17	0.422
D8	B. uniformis	30	3	18	0.457
D8	B. uniformis	30	3	19	0.485
D8	B. uniformis	30	3	20	0.5
D8	B. uniformis	30	3	21	0.509
D8	B. uniformis	30	3	22	0.515
D8	B. uniformis	30	3	23	0.517
D8	B. uniformis	30	3	24	0.517
D9	B. uniformis	20	1	0	0.151
D9	B. uniformis	20	1	1	0.15
D9	B. uniformis	20	1	2	0.149
D9	B. uniformis	20	1	3	0.148
D9	B. uniformis	20	1	4	0.149
D9	B. uniformis	20	1	5	0.153
D9	B. uniformis	20	1	6	0.158
D9	B. uniformis	20	1	7	0.166
D9	B. uniformis	20	1	8	0.176
D9	B. uniformis	20	1	9	0.19
D9	B. uniformis	20	1	10	0.208
D9	B. uniformis	20	1	11	0.229
D9	B. uniformis	20	1	12	0.254
D9	B. uniformis	20	1	13	0.281
D9	B. uniformis	20	1	14	0.308
D9	B. uniformis	20	1	15	0.336
D9	B. uniformis	20	1	16	0.368
D9	B. uniformis	20	1	17	0.404
D9	B. uniformis	20	1	18	0.439
D9	B. uniformis	20	1	19	0.47
D9	B. uniformis	20	1	20	0.49
D9	B. uniformis	20	1	21	0.504
D9	B. uniformis	20	1	22	0.51
D9	B. uniformis	20	1	23	0.513
D9	B. uniformis	20	1	24	0.513
D9	B. uniformis	20	2	0	0.151
D9	B. uniformis	20	2	1	0.15
D9	B. uniformis	20	2	2	0.149
D9	B. uniformis	20	2	3	0.147
D9	B. uniformis	20	2	4	0.148
D9	B. uniformis	20	2	5	0.151
D9	B. uniformis	20	2	6	0.157
D9	B. uniformis	20	2	7	0.165
D9	B. uniformis	20	2	8	0.176
D9	B. uniformis	20	2	9	0.191
D9	B. uniformis	20	2	10	0.209
D9	B. uniformis	20	2	11	0.23
D9	B. uniformis	20	2	12	0.256
D9	B. uniformis	20	2	13	0.284
D9	B. uniformis	20	2	14	0.312
D9	B. uniformis	20	2	15	0.341
D9	B. uniformis	20	2	16	0.375
D9	B. uniformis	20	2	17	0.411
D9	B. uniformis	20	2	18	0.446
D9	B. uniformis	20	2	19	0.476
D9	B. uniformis	20	2	20	0.496
D9	B. uniformis	20	2	21	0.509
D9	B. uniformis	20	2	22	0.514
D9	B. uniformis	20	2	23	0.517
D9	B. uniformis	20	2	24	0.517
D9	B. uniformis	20	3	0	0.153
D9	B. uniformis	20	3	1	0.152
D9	B. uniformis	20	3	2	0.151
D9	B. uniformis	20	3	3	0.151
D9	B. uniformis	20	3	4	0.152
D9	B. uniformis	20	3	5	0.156
D9	B. uniformis	20	3	6	0.162
D9	B. uniformis	20	3	7	0.169
D9	B. uniformis	20	3	8	0.18
D9	B. uniformis	20	3	9	0.195
D9	B. uniformis	20	3	10	0.213
D9	B. uniformis	20	3	11	0.234
D9	B. uniformis	20	3	12	0.26
D9	B. uniformis	20	3	13	0.287
D9	B. uniformis	20	3	14	0.312
D9	B. uniformis	20	3	15	0.34
D9	B. uniformis	20	3	16	0.373
D9	B. uniformis	20	3	17	0.408
D9	B. uniformis	20	3	18	0.443
D9	B. uniformis	20	3	19	0.474
D9	B. uniformis	20	3	20	0.492
D9	B. uniformis	20	3	21	0.505
D9	B. uniformis	20	3	22	0.511
D9	B. uniformis	20	3	23	0.514
D9	B. uniformis	20	3	24	0.515
D10	B. uniformis	10	1	0	0.151
D10	B. uniformis	10	1	1	0.15
D10	B. uniformis	10	1	2	0.15
D10	B. uniformis	10	1	3	0.149
D10	B. uniformis	10	1	4	0.151
D10	B. uniformis	10	1	5	0.154
D10	B. uniformis	10	1	6	0.159
D10	B. uniformis	10	1	7	0.167
D10	B. uniformis	10	1	8	0.176
D10	B. uniformis	10	1	9	0.189
D10	B. uniformis	10	1	10	0.205
D10	B. uniformis	10	1	11	0.224
D10	B. uniformis	10	1	12	0.247
D10	B. uniformis	10	1	13	0.274
D10	B. uniformis	10	1	14	0.302
D10	B. uniformis	10	1	15	0.329
D10	B. uniformis	10	1	16	0.358
D10	B. uniformis	10	1	17	0.392
D10	B. uniformis	10	1	18	0.426
D10	B. uniformis	10	1	19	0.459
D10	B. uniformis	10	1	20	0.483
D10	B. uniformis	10	1	21	0.499
D10	B. uniformis	10	1	22	0.508
D10	B. uniformis	10	1	23	0.511
D10	B. uniformis	10	1	24	0.511
D10	B. uniformis	10	2	0	0.148
D10	B. uniformis	10	2	1	0.148
D10	B. uniformis	10	2	2	0.148
D10	B. uniformis	10	2	3	0.147
D10	B. uniformis	10	2	4	0.148
D10	B. uniformis	10	2	5	0.152
D10	B. uniformis	10	2	6	0.157
D10	B. uniformis	10	2	7	0.164
D10	B. uniformis	10	2	8	0.174
D10	B. uniformis	10	2	9	0.187
D10	B. uniformis	10	2	10	0.203
D10	B. uniformis	10	2	11	0.223
D10	B. uniformis	10	2	12	0.246
D10	B. uniformis	10	2	13	0.273
D10	B. uniformis	10	2	14	0.301
D10	B. uniformis	10	2	15	0.329
D10	B. uniformis	10	2	16	0.359
D10	B. uniformis	10	2	17	0.393
D10	B. uniformis	10	2	18	0.429
D10	B. uniformis	10	2	19	0.46
D10	B. uniformis	10	2	20	0.483
D10	B. uniformis	10	2	21	0.499
D10	B. uniformis	10	2	22	0.506
D10	B. uniformis	10	2	23	0.509
D10	B. uniformis	10	2	24	0.51
D10	B. uniformis	10	3	0	0.157
D10	B. uniformis	10	3	1	0.156
D10	B. uniformis	10	3	2	0.156
D10	B. uniformis	10	3	3	0.155
D10	B. uniformis	10	3	4	0.157
D10	B. uniformis	10	3	5	0.16
D10	B. uniformis	10	3	6	0.165
D10	B. uniformis	10	3	7	0.173
D10	B. uniformis	10	3	8	0.183
D10	B. uniformis	10	3	9	0.196
D10	B. uniformis	10	3	10	0.212
D10	B. uniformis	10	3	11	0.232
D10	B. uniformis	10	3	12	0.254
D10	B. uniformis	10	3	13	0.281
D10	B. uniformis	10	3	14	0.308
D10	B. uniformis	10	3	15	0.334
D10	B. uniformis	10	3	16	0.364
D10	B. uniformis	10	3	17	0.397
D10	B. uniformis	10	3	18	0.432
D10	B. uniformis	10	3	19	0.465
D10	B. uniformis	10	3	20	0.49
D10	B. uniformis	10	3	21	0.506
D10	B. uniformis	10	3	22	0.515
D10	B. uniformis	10	3	23	0.519
D10	B. uniformis	10	3	24	0.52
D11	B. uniformis	5	1	0	0.148
D11	B. uniformis	5	1	1	0.146
D11	B. uniformis	5	1	2	0.146
D11	B. uniformis	5	1	3	0.145
D11	B. uniformis	5	1	4	0.147
D11	B. uniformis	5	1	5	0.151
D11	B. uniformis	5	1	6	0.156
D11	B. uniformis	5	1	7	0.163
D11	B. uniformis	5	1	8	0.173
D11	B. uniformis	5	1	9	0.186
D11	B. uniformis	5	1	10	0.201
D11	B. uniformis	5	1	11	0.22
D11	B. uniformis	5	1	12	0.242
D11	B. uniformis	5	1	13	0.268
D11	B. uniformis	5	1	14	0.296
D11	B. uniformis	5	1	15	0.324
D11	B. uniformis	5	1	16	0.353
D11	B. uniformis	5	1	17	0.386
D11	B. uniformis	5	1	18	0.421
D11	B. uniformis	5	1	19	0.455
D11	B. uniformis	5	1	20	0.481
D11	B. uniformis	5	1	21	0.499
D11	B. uniformis	5	1	22	0.505
D11	B. uniformis	5	1	23	0.507
D11	B. uniformis	5	1	24	0.507
D11	B. uniformis	5	2	0	0.146
D11	B. uniformis	5	2	1	0.146
D11	B. uniformis	5	2	2	0.145
D11	B. uniformis	5	2	3	0.145
D11	B. uniformis	5	2	4	0.146
D11	B. uniformis	5	2	5	0.15
D11	B. uniformis	5	2	6	0.156
D11	B. uniformis	5	2	7	0.163
D11	B. uniformis	5	2	8	0.172
D11	B. uniformis	5	2	9	0.185
D11	B. uniformis	5	2	10	0.2
D11	B. uniformis	5	2	11	0.219
D11	B. uniformis	5	2	12	0.24
D11	B. uniformis	5	2	13	0.266
D11	B. uniformis	5	2	14	0.294
D11	B. uniformis	5	2	15	0.321
D11	B. uniformis	5	2	16	0.35
D11	B. uniformis	5	2	17	0.383
D11	B. uniformis	5	2	18	0.417
D11	B. uniformis	5	2	19	0.448
D11	B. uniformis	5	2	20	0.473
D11	B. uniformis	5	2	21	0.489
D11	B. uniformis	5	2	22	0.496
D11	B. uniformis	5	2	23	0.498
D11	B. uniformis	5	2	24	0.499
D11	B. uniformis	5	3	0	0.152
D11	B. uniformis	5	3	1	0.152
D11	B. uniformis	5	3	2	0.152
D11	B. uniformis	5	3	3	0.152
D11	B. uniformis	5	3	4	0.153
D11	B. uniformis	5	3	5	0.156
D11	B. uniformis	5	3	6	0.161
D11	B. uniformis	5	3	7	0.168
D11	B. uniformis	5	3	8	0.177
D11	B. uniformis	5	3	9	0.188
D11	B. uniformis	5	3	10	0.202
D11	B. uniformis	5	3	11	0.219
D11	B. uniformis	5	3	12	0.239
D11	B. uniformis	5	3	13	0.262
D11	B. uniformis	5	3	14	0.287
D11	B. uniformis	5	3	15	0.313
D11	B. uniformis	5	3	16	0.338
D11	B. uniformis	5	3	17	0.367
D11	B. uniformis	5	3	18	0.398
D11	B. uniformis	5	3	19	0.429
D11	B. uniformis	5	3	20	0.458
D11	B. uniformis	5	3	21	0.478
D11	B. uniformis	5	3	22	0.491
D11	B. uniformis	5	3	23	0.496
D11	B. uniformis	5	3	24	0.497
D12	B. uniformis	0	1	0	0.145
D12	B. uniformis	0	1	1	0.144
D12	B. uniformis	0	1	2	0.144
D12	B. uniformis	0	1	3	0.144
D12	B. uniformis	0	1	4	0.145
D12	B. uniformis	0	1	5	0.149
D12	B. uniformis	0	1	6	0.153
D12	B. uniformis	0	1	7	0.161
D12	B. uniformis	0	1	8	0.172
D12	B. uniformis	0	1	9	0.182
D12	B. uniformis	0	1	10	0.196
D12	B. uniformis	0	1	11	0.214
D12	B. uniformis	0	1	12	0.234
D12	B. uniformis	0	1	13	0.259
D12	B. uniformis	0	1	14	0.286
D12	B. uniformis	0	1	15	0.315
D12	B. uniformis	0	1	16	0.344
D12	B. uniformis	0	1	17	0.375
D12	B. uniformis	0	1	18	0.41
D12	B. uniformis	0	1	19	0.444
D12	B. uniformis	0	1	20	0.472
D12	B. uniformis	0	1	21	0.491
D12	B. uniformis	0	1	22	0.501
D12	B. uniformis	0	1	23	0.504
D12	B. uniformis	0	1	24	0.505
D12	B. uniformis	0	2	0	0.149
D12	B. uniformis	0	2	1	0.147
D12	B. uniformis	0	2	2	0.146
D12	B. uniformis	0	2	3	0.145
D12	B. uniformis	0	2	4	0.147
D12	B. uniformis	0	2	5	0.15
D12	B. uniformis	0	2	6	0.156
D12	B. uniformis	0	2	7	0.162
D12	B. uniformis	0	2	8	0.172
D12	B. uniformis	0	2	9	0.184
D12	B. uniformis	0	2	10	0.199
D12	B. uniformis	0	2	11	0.216
D12	B. uniformis	0	2	12	0.237
D12	B. uniformis	0	2	13	0.262
D12	B. uniformis	0	2	14	0.29
D12	B. uniformis	0	2	15	0.318
D12	B. uniformis	0	2	16	0.346
D12	B. uniformis	0	2	17	0.379
D12	B. uniformis	0	2	18	0.413
D12	B. uniformis	0	2	19	0.447
D12	B. uniformis	0	2	20	0.476
D12	B. uniformis	0	2	21	0.496
D12	B. uniformis	0	2	22	0.508
D12	B. uniformis	0	2	23	0.512
D12	B. uniformis	0	2	24	0.513
D12	B. uniformis	0	3	0	0.144
D12	B. uniformis	0	3	1	0.144
D12	B. uniformis	0	3	2	0.143
D12	B. uniformis	0	3	3	0.143
D12	B. uniformis	0	3	4	0.145
D12	B. uniformis	0	3	5	0.149
D12	B. uniformis	0	3	6	0.154
D12	B. uniformis	0	3	7	0.162
D12	B. uniformis	0	3	8	0.171
D12	B. uniformis	0	3	9	0.182
D12	B. uniformis	0	3	10	0.197
D12	B. uniformis	0	3	11	0.213
D12	B. uniformis	0	3	12	0.233
D12	B. uniformis	0	3	13	0.256
D12	B. uniformis	0	3	14	0.283
D12	B. uniformis	0	3	15	0.311
D12	B. uniformis	0	3	16	0.338
D12	B. uniformis	0	3	17	0.37
D12	B. uniformis	0	3	18	0.401
D12	B. uniformis	0	3	19	0.435
D12	B. uniformis	0	3	20	0.466
D12	B. uniformis	0	3	21	0.489
D12	B. uniformis	0	3	22	0.504
D12	B. uniformis	0	3	23	0.51
D12	B. uniformis	0	3	24	0.513
E1	C. saccharolyticum	1000	1	0	0.14
E1	C. saccharolyticum	1000	1	1	0.138
E1	C. saccharolyticum	1000	1	2	0.136
E1	C. saccharolyticum	1000	1	3	0.134
E1	C. saccharolyticum	1000	1	4	0.131
E1	C. saccharolyticum	1000	1	5	0.129
E1	C. saccharolyticum	1000	1	6	0.125
E1	C. saccharolyticum	1000	1	7	0.123
E1	C. saccharolyticum	1000	1	8	0.121
E1	C. saccharolyticum	1000	1	9	0.118
E1	C. saccharolyticum	1000	1	10	0.117
E1	C. saccharolyticum	1000	1	11	0.115
E1	C. saccharolyticum	1000	1	12	0.114
E1	C. saccharolyticum	1000	1	13	0.112
E1	C. saccharolyticum	1000	1	14	0.111
E1	C. saccharolyticum	1000	1	15	0.11
E1	C. saccharolyticum	1000	1	16	0.11
E1	C. saccharolyticum	1000	1	17	0.109
E1	C. saccharolyticum	1000	1	18	0.109
E1	C. saccharolyticum	1000	1	19	0.109
E1	C. saccharolyticum	1000	1	20	0.108
E1	C. saccharolyticum	1000	1	21	0.108
E1	C. saccharolyticum	1000	1	22	0.109
E1	C. saccharolyticum	1000	1	23	0.108
E1	C. saccharolyticum	1000	1	24	0.107
E1	C. saccharolyticum	1000	2	0	0.144
E1	C. saccharolyticum	1000	2	1	0.142
E1	C. saccharolyticum	1000	2	2	0.139
E1	C. saccharolyticum	1000	2	3	0.137
E1	C. saccharolyticum	1000	2	4	0.134
E1	C. saccharolyticum	1000	2	5	0.131
E1	C. saccharolyticum	1000	2	6	0.128
E1	C. saccharolyticum	1000	2	7	0.125
E1	C. saccharolyticum	1000	2	8	0.123
E1	C. saccharolyticum	1000	2	9	0.121
E1	C. saccharolyticum	1000	2	10	0.118
E1	C. saccharolyticum	1000	2	11	0.117
E1	C. saccharolyticum	1000	2	12	0.115
E1	C. saccharolyticum	1000	2	13	0.114
E1	C. saccharolyticum	1000	2	14	0.113
E1	C. saccharolyticum	1000	2	15	0.112
E1	C. saccharolyticum	1000	2	16	0.111
E1	C. saccharolyticum	1000	2	17	0.11
E1	C. saccharolyticum	1000	2	18	0.11
E1	C. saccharolyticum	1000	2	19	0.109
E1	C. saccharolyticum	1000	2	20	0.11
E1	C. saccharolyticum	1000	2	21	0.109
E1	C. saccharolyticum	1000	2	22	0.109
E1	C. saccharolyticum	1000	2	23	0.109
E1	C. saccharolyticum	1000	2	24	0.108
E1	C. saccharolyticum	1000	3	0	0.143
E1	C. saccharolyticum	1000	3	1	0.14
E1	C. saccharolyticum	1000	3	2	0.138
E1	C. saccharolyticum	1000	3	3	0.136
E1	C. saccharolyticum	1000	3	4	0.133
E1	C. saccharolyticum	1000	3	5	0.13
E1	C. saccharolyticum	1000	3	6	0.127
E1	C. saccharolyticum	1000	3	7	0.124
E1	C. saccharolyticum	1000	3	8	0.122
E1	C. saccharolyticum	1000	3	9	0.119
E1	C. saccharolyticum	1000	3	10	0.117
E1	C. saccharolyticum	1000	3	11	0.115
E1	C. saccharolyticum	1000	3	12	0.114
E1	C. saccharolyticum	1000	3	13	0.113
E1	C. saccharolyticum	1000	3	14	0.112
E1	C. saccharolyticum	1000	3	15	0.111
E1	C. saccharolyticum	1000	3	16	0.111
E1	C. saccharolyticum	1000	3	17	0.11
E1	C. saccharolyticum	1000	3	18	0.109
E1	C. saccharolyticum	1000	3	19	0.109
E1	C. saccharolyticum	1000	3	20	0.109
E1	C. saccharolyticum	1000	3	21	0.109
E1	C. saccharolyticum	1000	3	22	0.108
E1	C. saccharolyticum	1000	3	23	0.109
E1	C. saccharolyticum	1000	3	24	0.108
E2	C. saccharolyticum	500	1	0	0.145
E2	C. saccharolyticum	500	1	1	0.142
E2	C. saccharolyticum	500	1	2	0.139
E2	C. saccharolyticum	500	1	3	0.135
E2	C. saccharolyticum	500	1	4	0.132
E2	C. saccharolyticum	500	1	5	0.13
E2	C. saccharolyticum	500	1	6	0.127
E2	C. saccharolyticum	500	1	7	0.125
E2	C. saccharolyticum	500	1	8	0.122
E2	C. saccharolyticum	500	1	9	0.12
E2	C. saccharolyticum	500	1	10	0.118
E2	C. saccharolyticum	500	1	11	0.117
E2	C. saccharolyticum	500	1	12	0.116
E2	C. saccharolyticum	500	1	13	0.115
E2	C. saccharolyticum	500	1	14	0.114
E2	C. saccharolyticum	500	1	15	0.113
E2	C. saccharolyticum	500	1	16	0.113
E2	C. saccharolyticum	500	1	17	0.113
E2	C. saccharolyticum	500	1	18	0.113
E2	C. saccharolyticum	500	1	19	0.112
E2	C. saccharolyticum	500	1	20	0.112
E2	C. saccharolyticum	500	1	21	0.112
E2	C. saccharolyticum	500	1	22	0.111
E2	C. saccharolyticum	500	1	23	0.111
E2	C. saccharolyticum	500	1	24	0.111
E2	C. saccharolyticum	500	2	0	0.143
E2	C. saccharolyticum	500	2	1	0.14
E2	C. saccharolyticum	500	2	2	0.137
E2	C. saccharolyticum	500	2	3	0.135
E2	C. saccharolyticum	500	2	4	0.132
E2	C. saccharolyticum	500	2	5	0.129
E2	C. saccharolyticum	500	2	6	0.126
E2	C. saccharolyticum	500	2	7	0.123
E2	C. saccharolyticum	500	2	8	0.12
E2	C. saccharolyticum	500	2	9	0.118
E2	C. saccharolyticum	500	2	10	0.116
E2	C. saccharolyticum	500	2	11	0.115
E2	C. saccharolyticum	500	2	12	0.113
E2	C. saccharolyticum	500	2	13	0.112
E2	C. saccharolyticum	500	2	14	0.111
E2	C. saccharolyticum	500	2	15	0.11
E2	C. saccharolyticum	500	2	16	0.109
E2	C. saccharolyticum	500	2	17	0.109
E2	C. saccharolyticum	500	2	18	0.109
E2	C. saccharolyticum	500	2	19	0.108
E2	C. saccharolyticum	500	2	20	0.108
E2	C. saccharolyticum	500	2	21	0.108
E2	C. saccharolyticum	500	2	22	0.107
E2	C. saccharolyticum	500	2	23	0.107
E2	C. saccharolyticum	500	2	24	0.107
E2	C. saccharolyticum	500	3	0	0.152
E2	C. saccharolyticum	500	3	1	0.147
E2	C. saccharolyticum	500	3	2	0.144
E2	C. saccharolyticum	500	3	3	0.141
E2	C. saccharolyticum	500	3	4	0.137
E2	C. saccharolyticum	500	3	5	0.134
E2	C. saccharolyticum	500	3	6	0.131
E2	C. saccharolyticum	500	3	7	0.128
E2	C. saccharolyticum	500	3	8	0.125
E2	C. saccharolyticum	500	3	9	0.123
E2	C. saccharolyticum	500	3	10	0.12
E2	C. saccharolyticum	500	3	11	0.119
E2	C. saccharolyticum	500	3	12	0.117
E2	C. saccharolyticum	500	3	13	0.116
E2	C. saccharolyticum	500	3	14	0.115
E2	C. saccharolyticum	500	3	15	0.114
E2	C. saccharolyticum	500	3	16	0.113
E2	C. saccharolyticum	500	3	17	0.113
E2	C. saccharolyticum	500	3	18	0.112
E2	C. saccharolyticum	500	3	19	0.113
E2	C. saccharolyticum	500	3	20	0.112
E2	C. saccharolyticum	500	3	21	0.112
E2	C. saccharolyticum	500	3	22	0.111
E2	C. saccharolyticum	500	3	23	0.111
E2	C. saccharolyticum	500	3	24	0.111
E3	C. saccharolyticum	125	1	0	0.154
E3	C. saccharolyticum	125	1	1	0.147
E3	C. saccharolyticum	125	1	2	0.142
E3	C. saccharolyticum	125	1	3	0.138
E3	C. saccharolyticum	125	1	4	0.134
E3	C. saccharolyticum	125	1	5	0.132
E3	C. saccharolyticum	125	1	6	0.129
E3	C. saccharolyticum	125	1	7	0.127
E3	C. saccharolyticum	125	1	8	0.125
E3	C. saccharolyticum	125	1	9	0.124
E3	C. saccharolyticum	125	1	10	0.123
E3	C. saccharolyticum	125	1	11	0.122
E3	C. saccharolyticum	125	1	12	0.121
E3	C. saccharolyticum	125	1	13	0.121
E3	C. saccharolyticum	125	1	14	0.12
E3	C. saccharolyticum	125	1	15	0.119
E3	C. saccharolyticum	125	1	16	0.119
E3	C. saccharolyticum	125	1	17	0.119
E3	C. saccharolyticum	125	1	18	0.119
E3	C. saccharolyticum	125	1	19	0.118
E3	C. saccharolyticum	125	1	20	0.118
E3	C. saccharolyticum	125	1	21	0.118
E3	C. saccharolyticum	125	1	22	0.118
E3	C. saccharolyticum	125	1	23	0.118
E3	C. saccharolyticum	125	1	24	0.118
E3	C. saccharolyticum	125	2	0	0.141
E3	C. saccharolyticum	125	2	1	0.136
E3	C. saccharolyticum	125	2	2	0.13
E3	C. saccharolyticum	125	2	3	0.126
E3	C. saccharolyticum	125	2	4	0.123
E3	C. saccharolyticum	125	2	5	0.12
E3	C. saccharolyticum	125	2	6	0.118
E3	C. saccharolyticum	125	2	7	0.115
E3	C. saccharolyticum	125	2	8	0.114
E3	C. saccharolyticum	125	2	9	0.113
E3	C. saccharolyticum	125	2	10	0.111
E3	C. saccharolyticum	125	2	11	0.11
E3	C. saccharolyticum	125	2	12	0.11
E3	C. saccharolyticum	125	2	13	0.109
E3	C. saccharolyticum	125	2	14	0.108
E3	C. saccharolyticum	125	2	15	0.108
E3	C. saccharolyticum	125	2	16	0.108
E3	C. saccharolyticum	125	2	17	0.108
E3	C. saccharolyticum	125	2	18	0.107
E3	C. saccharolyticum	125	2	19	0.107
E3	C. saccharolyticum	125	2	20	0.107
E3	C. saccharolyticum	125	2	21	0.107
E3	C. saccharolyticum	125	2	22	0.107
E3	C. saccharolyticum	125	2	23	0.107
E3	C. saccharolyticum	125	2	24	0.106
E3	C. saccharolyticum	125	3	0	0.153
E3	C. saccharolyticum	125	3	1	0.145
E3	C. saccharolyticum	125	3	2	0.139
E3	C. saccharolyticum	125	3	3	0.134
E3	C. saccharolyticum	125	3	4	0.13
E3	C. saccharolyticum	125	3	5	0.127
E3	C. saccharolyticum	125	3	6	0.124
E3	C. saccharolyticum	125	3	7	0.122
E3	C. saccharolyticum	125	3	8	0.12
E3	C. saccharolyticum	125	3	9	0.118
E3	C. saccharolyticum	125	3	10	0.116
E3	C. saccharolyticum	125	3	11	0.115
E3	C. saccharolyticum	125	3	12	0.114
E3	C. saccharolyticum	125	3	13	0.114
E3	C. saccharolyticum	125	3	14	0.113
E3	C. saccharolyticum	125	3	15	0.112
E3	C. saccharolyticum	125	3	16	0.112
E3	C. saccharolyticum	125	3	17	0.111
E3	C. saccharolyticum	125	3	18	0.111
E3	C. saccharolyticum	125	3	19	0.111
E3	C. saccharolyticum	125	3	20	0.11
E3	C. saccharolyticum	125	3	21	0.111
E3	C. saccharolyticum	125	3	22	0.109
E3	C. saccharolyticum	125	3	23	0.11
E3	C. saccharolyticum	125	3	24	0.11
E4	C. saccharolyticum	75	1	0	0.146
E4	C. saccharolyticum	75	1	1	0.138
E4	C. saccharolyticum	75	1	2	0.131
E4	C. saccharolyticum	75	1	3	0.127
E4	C. saccharolyticum	75	1	4	0.124
E4	C. saccharolyticum	75	1	5	0.123
E4	C. saccharolyticum	75	1	6	0.122
E4	C. saccharolyticum	75	1	7	0.122
E4	C. saccharolyticum	75	1	8	0.122
E4	C. saccharolyticum	75	1	9	0.123
E4	C. saccharolyticum	75	1	10	0.122
E4	C. saccharolyticum	75	1	11	0.131
E4	C. saccharolyticum	75	1	12	0.129
E4	C. saccharolyticum	75	1	13	0.15
E4	C. saccharolyticum	75	1	14	0.187
E4	C. saccharolyticum	75	1	15	0.168
E4	C. saccharolyticum	75	1	16	0.22
E4	C. saccharolyticum	75	1	17	0.283
E4	C. saccharolyticum	75	1	18	0.213
E4	C. saccharolyticum	75	1	19	0.306
E4	C. saccharolyticum	75	1	20	0.451
E4	C. saccharolyticum	75	1	21	0.35
E4	C. saccharolyticum	75	1	22	0.402
E4	C. saccharolyticum	75	1	23	0.589
E4	C. saccharolyticum	75	1	24	0.694
E4	C. saccharolyticum	75	2	0	0.148
E4	C. saccharolyticum	75	2	1	0.14
E4	C. saccharolyticum	75	2	2	0.132
E4	C. saccharolyticum	75	2	3	0.127
E4	C. saccharolyticum	75	2	4	0.124
E4	C. saccharolyticum	75	2	5	0.122
E4	C. saccharolyticum	75	2	6	0.122
E4	C. saccharolyticum	75	2	7	0.122
E4	C. saccharolyticum	75	2	8	0.123
E4	C. saccharolyticum	75	2	9	0.123
E4	C. saccharolyticum	75	2	10	0.127
E4	C. saccharolyticum	75	2	11	0.128
E4	C. saccharolyticum	75	2	12	0.129
E4	C. saccharolyticum	75	2	13	0.139
E4	C. saccharolyticum	75	2	14	0.184
E4	C. saccharolyticum	75	2	15	0.18
E4	C. saccharolyticum	75	2	16	0.185
E4	C. saccharolyticum	75	2	17	0.175
E4	C. saccharolyticum	75	2	18	0.302
E4	C. saccharolyticum	75	2	19	0.286
E4	C. saccharolyticum	75	2	20	0.297
E4	C. saccharolyticum	75	2	21	0.415
E4	C. saccharolyticum	75	2	22	0.414
E4	C. saccharolyticum	75	2	23	0.486
E4	C. saccharolyticum	75	2	24	0.491
E4	C. saccharolyticum	75	3	0	0.145
E4	C. saccharolyticum	75	3	1	0.137
E4	C. saccharolyticum	75	3	2	0.13
E4	C. saccharolyticum	75	3	3	0.125
E4	C. saccharolyticum	75	3	4	0.122
E4	C. saccharolyticum	75	3	5	0.121
E4	C. saccharolyticum	75	3	6	0.12
E4	C. saccharolyticum	75	3	7	0.12
E4	C. saccharolyticum	75	3	8	0.121
E4	C. saccharolyticum	75	3	9	0.123
E4	C. saccharolyticum	75	3	10	0.127
E4	C. saccharolyticum	75	3	11	0.119
E4	C. saccharolyticum	75	3	12	0.127
E4	C. saccharolyticum	75	3	13	0.125
E4	C. saccharolyticum	75	3	14	0.187
E4	C. saccharolyticum	75	3	15	0.134
E4	C. saccharolyticum	75	3	16	0.164
E4	C. saccharolyticum	75	3	17	0.207
E4	C. saccharolyticum	75	3	18	0.204
E4	C. saccharolyticum	75	3	19	0.318
E4	C. saccharolyticum	75	3	20	0.431
E4	C. saccharolyticum	75	3	21	0.329
